ESTADOS,partido,votos,ANO_ELEICAO
TO,PDT,1173,1998
TO,PFL,184797,1998
TO,PGT,19,1998
TO,PL,878,1998
TO,PMDB,91938,1998
TO,PPB,63012,1998
TO,PPS,2110,1998
TO,PRONA,2113,1998
TO,PRP,145,1998
TO,PRTB,88,1998
TO,PSB,4268,1998
TO,PSC,334,1998
TO,PSD,75,1998
TO,PSDB,49392,1998
TO,PSDC,48,1998
TO,PST,35,1998
TO,PT,8781,1998
TO,PT do B,21,1998
TO,PTB,3727,1998
TO,PTN,54,1998
TO,PV,139,1998
AC,PC do B,22835,2002
AC,PDT,4570,2002
AC,PFL,7062,2002
AC,PL,4422,2002
AC,PMDB,29489,2002
AC,PMN,9911,2002
AC,PPB,41059,2002
AC,PPS,33863,2002
AC,PSB,19876,2002
AC,PSC,276,2002
AC,PSDB,12208,2002
AC,PSDC,767,2002
AC,PSL,528,2002
AC,PST,1679,2002
AC,PT,70755,2002
AC,PT do B,106,2002
AC,PTB,11871,2002
AC,PV,7497,2002
AL,PAN,767,2002
AL,PC do B,11145,2002
AL,PDT,22886,2002
AL,PFL,126989,2002
AL,PGT,519,2002
AL,PHS,2660,2002
AL,PL,93276,2002
AL,PMDB,114619,2002
AL,PMN,3300,2002
AL,PPB,50339,2002
AL,PPS,42274,2002
AL,PRONA,37651,2002
AL,PRP,2758,2002
AL,PRTB,62381,2002
AL,PSB,202556,2002
AL,PSC,404,2002
AL,PSDB,94736,2002
AL,PSDC,216,2002
AL,PSL,2726,2002
AL,PST,556,2002
AL,PSTU,1699,2002
AL,PT,50034,2002
AL,PT do B,4003,2002
AL,PTB,235003,2002
AL,PTC,1581,2002
AL,PTN,1112,2002
AL,PV,1074,2002
AM,PAN,1755,2002
AM,PC do B,200850,2002
AM,PCB,1106,2002
AM,PDT,11456,2002
AM,PFL,369717,2002
AM,PGT,796,2002
AM,PHS,1297,2002
AM,PL,257729,2002
AM,PMDB,13314,2002
AM,PMN,2053,2002
AM,PPB,3430,2002
AM,PPS,9475,2002
AM,PRONA,1998,2002
AM,PRP,1512,2002
AM,PRTB,8241,2002
AM,PSB,4342,2002
AM,PSC,24367,2002
AM,PSDB,11559,2002
AM,PSDC,2420,2002
AM,PSL,59992,2002
AM,PST,7742,2002
AM,PSTU,1609,2002
AM,PT,22532,2002
AM,PT do B,10741,2002
AM,PTB,114519,2002
AM,PTC,2143,2002
AM,PTN,274,2002
AM,PV,1923,2002
AP,PAN,377,2002
AP,PC do B,421,2002
AP,PCB,212,2002
AP,PDT,42305,2002
AP,PFL,4440,2002
AP,PHS,402,2002
AP,PL,21425,2002
AP,PMDB,17233,2002
AP,PMN,391,2002
AP,PPB,25392,2002
AP,PPS,2277,2002
AP,PRONA,41,2002
AP,PRP,346,2002
AP,PRTB,1027,2002
AP,PSB,41414,2002
AP,PSC,249,2002
AP,PSD,8271,2002
AP,PSDB,18493,2002
AP,PSL,7462,2002
AP,PST,190,2002
AP,PSTU,787,2002
AP,PT,32642,2002
AP,PT do B,235,2002
AP,PTB,12174,2002
AP,PV,2953,2002
BA,PAN,26058,2002
BA,PC do B,229942,2002
BA,PCO,4636,2002
BA,PDT,157440,2002
BA,PFL,2488818,2002
BA,PGT,2161,2002
BA,PHS,8140,2002
BA,PL,150884,2002
BA,PMDB,500418,2002
BA,PMN,23148,2002
BA,PPB,252602,2002
BA,PPS,90584,2002
BA,PRP,8625,2002
BA,PRTB,5661,2002
BA,PSB,134932,2002
BA,PSC,8067,2002
BA,PSD,12954,2002
BA,PSDB,358734,2002
BA,PSDC,32406,2002
BA,PST,21070,2002
BA,PSTU,6004,2002
BA,PT,1147520,2002
BA,PT do B,5922,2002
BA,PTB,203170,2002
BA,PTC,10485,2002
BA,PTN,4174,2002
BA,PV,61605,2002
CE,PAN,4310,2002
CE,PC do B,329150,2002
CE,PCB,1804,2002
CE,PDT,79137,2002
CE,PFL,427039,2002
CE,PGT,1636,2002
CE,PL,151584,2002
CE,PMDB,697637,2002
CE,PMN,6370,2002
CE,PPB,123392,2002
CE,PPS,197640,2002
CE,PRTB,1539,2002
CE,PSB,84702,2002
CE,PSC,3370,2002
CE,PSD,8435,2002
CE,PSDB,1142162,2002
CE,PSDC,5139,2002
CE,PSL,3394,2002
CE,PST,5825,2002
CE,PSTU,2849,2002
CE,PT,327646,2002
CE,PT do B,1800,2002
CE,PTB,15985,2002
CE,PTN,1408,2002
CE,PV,4378,2002
DF,PAN,2228,2002
DF,PC do B,97052,2002
DF,PCB,366,2002
DF,PCO,722,2002
DF,PDT,6926,2002
DF,PFL,367503,2002
DF,PGT,4104,2002
DF,PHS,5089,2002
DF,PL,15676,2002
DF,PMDB,274097,2002
DF,PMN,641,2002
DF,PPB,25076,2002
DF,PPS,15292,2002
DF,PRONA,501,2002
DF,PRP,499,2002
DF,PRTB,5797,2002
DF,PSB,5257,2002
DF,PSC,2972,2002
DF,PSD,32732,2002
DF,PSDB,19474,2002
DF,PSDC,994,2002
DF,PSTU,2537,2002
DF,PT,325049,2002
DF,PT do B,195,2002
DF,PTB,9163,2002
DF,PTC,218,2002
DF,PTN,363,2002
DF,PV,252,2002
ES,PAN,2567,2002
ES,PC do B,16216,2002
ES,PCO,809,2002
ES,PDT,186689,2002
ES,PFL,135564,2002
ES,PGT,4679,2002
ES,PHS,771,2002
ES,PL,50485,2002
ES,PMDB,222245,2002
ES,PMN,39513,2002
ES,PPB,197237,2002
ES,PPS,8900,2002
ES,PRONA,933,2002
ES,PRP,2013,2002
ES,PRTB,3155,2002
ES,PSB,129536,2002
ES,PSC,65731,2002
ES,PSD,1113,2002
ES,PSDB,230950,2002
ES,PSDC,156,2002
ES,PSL,3571,2002
ES,PST,1037,2002
ES,PT,181075,2002
ES,PT do B,210,2002
ES,PTB,158355,2002
ES,PTC,1873,2002
ES,PTN,1710,2002
ES,PV,6033,2002
GO,PAN,2020,2002
GO,PC do B,71411,2002
GO,PCB,2825,2002
GO,PCO,202,2002
GO,PDT,45118,2002
GO,PFL,350221,2002
GO,PGT,2364,2002
GO,PL,10752,2002
GO,PMDB,566571,2002
GO,PMN,1268,2002
GO,PPB,374890,2002
GO,PPS,20118,2002
GO,PRP,20378,2002
GO,PSB,15932,2002
GO,PSC,56929,2002
GO,PSDB,729321,2002
GO,PSDC,1457,2002
GO,PST,24807,2002
GO,PSTU,3045,2002
GO,PT,268184,2002
GO,PT do B,12537,2002
GO,PTB,29307,2002
GO,PTC,1871,2002
GO,PTN,1896,2002
GO,PV,1951,2002
MA,PAN,43093,2002
MA,PC do B,4780,2002
MA,PDT,266405,2002
MA,PFL,739806,2002
MA,PGT,8266,2002
MA,PHS,7251,2002
MA,PL,81995,2002
MA,PMDB,342786,2002
MA,PMN,5279,2002
MA,PPB,128474,2002
MA,PPS,67253,2002
MA,PRP,4132,2002
MA,PRTB,17917,2002
MA,PSB,149805,2002
MA,PSC,3082,2002
MA,PSD,18660,2002
MA,PSDB,307370,2002
MA,PSDC,3071,2002
MA,PSL,933,2002
MA,PST,3107,2002
MA,PSTU,4142,2002
MA,PT,161908,2002
MA,PT do B,6776,2002
MA,PTB,34013,2002
MA,PTC,1562,2002
MA,PTN,5336,2002
MA,PV,10203,2002
MG,PAN,7940,2002
MG,PC do B,81351,2002
MG,PCO,5738,2002
MG,PDT,405970,2002
MG,PFL,1116906,2002
MG,PGT,13483,2002
MG,PHS,60923,2002
MG,PL,507661,2002
MG,PMDB,1146547,2002
MG,PMN,27941,2002
MG,PPB,636387,2002
MG,PPS,436792,2002
MG,PRP,17422,2002
MG,PRTB,92971,2002
MG,PSB,327570,2002
MG,PSC,19388,2002
MG,PSD,138645,2002
MG,PSDB,1419159,2002
MG,PSDC,11178,2002
MG,PSL,131379,2002
MG,PST,288214,2002
MG,PSTU,17575,2002
MG,PT,2186203,2002
MG,PT do B,2454,2002
MG,PTB,377075,2002
MG,PTC,7153,2002
MG,PTN,11102,2002
MG,PV,125199,2002
MS,PC do B,146,2002
MS,PCO,438,2002
MS,PDT,80830,2002
MS,PFL,100856,2002
MS,PGT,295,2002
MS,PHS,9997,2002
MS,PL,35135,2002
MS,PMDB,280290,2002
MS,PMN,4629,2002
MS,PPB,50137,2002
MS,PPS,61239,2002
MS,PRONA,1116,2002
MS,PRP,3160,2002
MS,PRTB,216,2002
MS,PSB,6629,2002
MS,PSC,187,2002
MS,PSD,1320,2002
MS,PSDB,27764,2002
MS,PSDC,59,2002
MS,PSL,35412,2002
MS,PST,9362,2002
MS,PT,283428,2002
MS,PT do B,399,2002
MS,PTB,92478,2002
MS,PTN,9390,2002
MS,PV,553,2002
MT,PAN,497,2002
MT,PC do B,687,2002
MT,PDT,6749,2002
MT,PFL,60879,2002
MT,PGT,650,2002
MT,PHS,3555,2002
MT,PL,50379,2002
MT,PMDB,76508,2002
MT,PMN,6200,2002
MT,PPB,94666,2002
MT,PPS,17576,2002
MT,PRP,1492,2002
MT,PRTB,104,2002
MT,PSB,2588,2002
MT,PSC,146,2002
MT,PSD,369,2002
MT,PSDB,154685,2002
MT,PSDC,282,2002
MT,PT,75674,2002
MT,PT do B,44,2002
MT,PTB,2462,2002
MT,PTC,427,2002
MT,PTN,119,2002
MT,PV,485,2002
PA,PC do B,53433,2002
PA,PCB,1750,2002
PA,PDT,181196,2002
PA,PFL,109948,2002
PA,PGT,1460,2002
PA,PHS,4549,2002
PA,PL,131383,2002
PA,PMDB,764437,2002
PA,PMN,1307,2002
PA,PPB,201391,2002
PA,PPS,20847,2002
PA,PRONA,1531,2002
PA,PRP,5538,2002
PA,PRTB,1378,2002
PA,PSB,38750,2002
PA,PSC,4807,2002
PA,PSD,15759,2002
PA,PSDB,524855,2002
PA,PSDC,94,2002
PA,PSL,1366,2002
PA,PST,3611,2002
PA,PSTU,3787,2002
PA,PT,398321,2002
PA,PT do B,437,2002
PA,PTB,170557,2002
PA,PTC,792,2002
PA,PTN,480,2002
PA,PV,22349,2002
PB,PAN,1089,2002
PB,PC do B,10827,2002
PB,PCO,1001,2002
PB,PDT,80892,2002
PB,PFL,198575,2002
PB,PGT,1408,2002
PB,PHS,1299,2002
PB,PL,77458,2002
PB,PMDB,361430,2002
PB,PMN,1351,2002
PB,PPB,87548,2002
PB,PPS,13660,2002
PB,PRP,20101,2002
PB,PRTB,157,2002
PB,PSB,21682,2002
PB,PSC,1678,2002
PB,PSD,75276,2002
PB,PSDB,385278,2002
PB,PSDC,1526,2002
PB,PSL,2624,2002
PB,PST,773,2002
PB,PT,173674,2002
PB,PT do B,2083,2002
PB,PTB,194580,2002
PB,PTC,2676,2002
PB,PTN,425,2002
PB,PV,7577,2002
PE,PAN,5812,2002
PE,PC do B,75671,2002
PE,PCB,4689,2002
PE,PCO,1907,2002
PE,PDT,75050,2002
PE,PFL,624256,2002
PE,PGT,1533,2002
PE,PHS,8100,2002
PE,PL,171850,2002
PE,PMDB,576975,2002
PE,PMN,6188,2002
PE,PPB,251782,2002
PE,PPS,147227,2002
PE,PRP,9763,2002
PE,PRTB,4763,2002
PE,PSB,651703,2002
PE,PSC,11147,2002
PE,PSD,12951,2002
PE,PSDB,562609,2002
PE,PSDC,17750,2002
PE,PSL,25731,2002
PE,PST,12667,2002
PE,PSTU,4058,2002
PE,PT,499231,2002
PE,PT do B,694,2002
PE,PTB,21234,2002
PE,PTC,3148,2002
PE,PTN,2989,2002
PE,PV,27581,2002
PI,PAN,447,2002
PI,PC do B,76155,2002
PI,PCB,5369,2002
PI,PDT,28432,2002
PI,PFL,404807,2002
PI,PGT,117,2002
PI,PHS,2125,2002
PI,PL,6844,2002
PI,PMDB,252501,2002
PI,PMN,1581,2002
PI,PPB,39192,2002
PI,PPS,9248,2002
PI,PRP,4453,2002
PI,PRTB,2554,2002
PI,PSB,7017,2002
PI,PSC,1273,2002
PI,PSD,1571,2002
PI,PSDB,250918,2002
PI,PSDC,1019,2002
PI,PST,332,2002
PI,PSTU,736,2002
PI,PT,231645,2002
PI,PT do B,120,2002
PI,PTB,5618,2002
PI,PTC,1862,2002
PI,PTN,367,2002
PI,PV,2161,2002
PR,PAN,2223,2002
PR,PC do B,25262,2002
PR,PCB,3776,2002
PR,PDT,492222,2002
PR,PFL,363127,2002
PR,PGT,2375,2002
PR,PHS,33468,2002
PR,PL,119490,2002
PR,PMDB,986268,2002
PR,PMN,9586,2002
PR,PPB,477276,2002
PR,PPS,307478,2002
PR,PRONA,5939,2002
PR,PRP,19223,2002
PR,PRTB,14555,2002
PR,PSB,111805,2002
PR,PSC,44634,2002
PR,PSD,5807,2002
PR,PSDB,732984,2002
PR,PSL,6085,2002
PR,PST,6155,2002
PR,PSTU,10514,2002
PR,PT,914275,2002
PR,PT do B,794,2002
PR,PTB,416489,2002
PR,PTC,1816,2002
PR,PTN,3226,2002
PR,PV,31283,2002
RJ,PAN,10731,2002
RJ,PC do B,297159,2002
RJ,PCB,6721,2002
RJ,PCO,4872,2002
RJ,PDT,542308,2002
RJ,PFL,802145,2002
RJ,PGT,22676,2002
RJ,PHS,26049,2002
RJ,PL,604474,2002
RJ,PMDB,748416,2002
RJ,PMN,7639,2002
RJ,PPB,870215,2002
RJ,PPS,73644,2002
RJ,PRONA,104108,2002
RJ,PRP,65456,2002
RJ,PRTB,43396,2002
RJ,PSB,986835,2002
RJ,PSC,206151,2002
RJ,PSD,37849,2002
RJ,PSDB,962748,2002
RJ,PSDC,90190,2002
RJ,PSL,12300,2002
RJ,PST,36169,2002
RJ,PSTU,18833,2002
RJ,PT,1010027,2002
RJ,PT do B,72716,2002
RJ,PTB,171108,2002
RJ,PTC,20409,2002
RJ,PTN,11525,2002
RJ,PV,204664,2002
RN,PC do B,7859,2002
RN,PCB,4094,2002
RN,PDT,73799,2002
RN,PFL,287980,2002
RN,PGT,852,2002
RN,PHS,2665,2002
RN,PL,7610,2002
RN,PMDB,404415,2002
RN,PMN,3057,2002
RN,PPB,154859,2002
RN,PPS,9686,2002
RN,PRP,4758,2002
RN,PSB,18081,2002
RN,PSC,1765,2002
RN,PSD,2460,2002
RN,PSDB,14359,2002
RN,PSL,600,2002
RN,PST,3898,2002
RN,PSTU,2405,2002
RN,PT,241583,2002
RN,PT do B,1597,2002
RN,PTB,206020,2002
RN,PTN,2699,2002
RN,PV,3588,2002
RO,PAN,726,2002
RO,PC do B,2421,2002
RO,PDT,21390,2002
RO,PFL,71171,2002
RO,PGT,1010,2002
RO,PHS,3975,2002
RO,PL,28557,2002
RO,PMDB,152861,2002
RO,PMN,2917,2002
RO,PPB,71096,2002
RO,PPS,39049,2002
RO,PRONA,882,2002
RO,PRP,802,2002
RO,PRTB,3294,2002
RO,PSB,8821,2002
RO,PSD,5245,2002
RO,PSDB,78885,2002
RO,PSDC,151,2002
RO,PSL,3837,2002
RO,PT,105978,2002
RO,PTB,43814,2002
RO,PTC,1177,2002
RO,PTN,288,2002
RO,PV,10610,2002
RR,PAN,181,2002
RR,PC do B,2380,2002
RR,PCO,360,2002
RR,PDT,16365,2002
RR,PFL,53770,2002
RR,PGT,1227,2002
RR,PHS,210,2002
RR,PL,18474,2002
RR,PMDB,4105,2002
RR,PMN,521,2002
RR,PPB,18518,2002
RR,PPS,6456,2002
RR,PRP,3171,2002
RR,PRTB,1238,2002
RR,PSB,1416,2002
RR,PSC,40,2002
RR,PSD,310,2002
RR,PSDB,1134,2002
RR,PSDC,8357,2002
RR,PSL,717,2002
RR,PST,16097,2002
RR,PT,3302,2002
RR,PTB,10278,2002
RR,PTC,49,2002
RR,PTN,296,2002
RS,PAN,1295,2002
RS,PC do B,56167,2002
RS,PCB,1933,2002
RS,PCO,1887,2002
RS,PDT,645463,2002
RS,PFL,159003,2002
RS,PGT,1884,2002
RS,PHS,59955,2002
RS,PL,193676,2002
RS,PMDB,964643,2002
RS,PMN,3012,2002
RS,PPB,1061039,2002
RS,PPS,205701,2002
RS,PRONA,14401,2002
RS,PSB,195296,2002
RS,PSC,6164,2002
RS,PSDB,361142,2002
RS,PSTU,8829,2002
RS,PT,1452497,2002
RS,PT do B,775,2002
RS,PTB,530325,2002
RS,PTN,3614,2002
RS,PV,15656,2002
SC,PAN,793,2002
SC,PC do B,22828,2002
SC,PDT,222679,2002
SC,PFL,491058,2002
SC,PGT,665,2002
SC,PHS,2041,2002
SC,PL,44218,2002
SC,PMDB,736210,2002
SC,PMN,6684,2002
SC,PPB,498538,2002
SC,PPS,31239,2002
SC,PRTB,1323,2002
SC,PSB,7523,2002
SC,PSC,1475,2002
SC,PSD,978,2002
SC,PSDB,177938,2002
SC,PSDC,132,2002
SC,PSL,951,2002
SC,PST,2247,2002
SC,PSTU,8731,2002
SC,PT,743858,2002
SC,PT do B,151,2002
SC,PTB,61538,2002
SC,PTC,1090,2002
SC,PTN,828,2002
SC,PV,6460,2002
SE,PAN,2478,2002
SE,PC do B,23435,2002
SE,PCB,1552,2002
SE,PDT,14305,2002
SE,PFL,143763,2002
SE,PGT,25847,2002
SE,PHS,553,2002
SE,PL,55631,2002
SE,PMDB,57961,2002
SE,PMN,68689,2002
SE,PPB,44333,2002
SE,PPS,45218,2002
SE,PRTB,5341,2002
SE,PSB,90107,2002
SE,PSC,3448,2002
SE,PSD,1018,2002
SE,PSDB,117325,2002
SE,PST,1181,2002
SE,PSTU,1704,2002
SE,PT,121825,2002
SE,PT do B,23418,2002
SE,PTB,2916,2002
SE,PTC,5738,2002
SE,PTN,3014,2002
SE,PV,5876,2002
SP,PAN,8265,2002
SP,PC do B,245460,2002
SP,PCB,9265,2002
SP,PCO,7047,2002
SP,PDT,764304,2002
SP,PFL,1371092,2002
SP,PGT,94195,2002
SP,PHS,44951,2002
SP,PL,789207,2002
SP,PMDB,1191554,2002
SP,PMN,24772,2002
SP,PPB,932602,2002
SP,PPS,742421,2002
SP,PRONA,1636365,2002
SP,PRP,53488,2002
SP,PRTB,29298,2002
SP,PSB,1350720,2002
SP,PSC,42829,2002
SP,PSD,33303,2002
SP,PSDB,3483988,2002
SP,PSDC,13287,2002
SP,PSL,109923,2002
SP,PST,57423,2002
SP,PSTU,59422,2002
SP,PT,4931435,2002
SP,PT do B,20755,2002
SP,PTB,906795,2002
SP,PTC,7845,2002
SP,PTN,51703,2002
SP,PV,620235,2002
TO,PAN,740,2002
TO,PC do B,84,2002
TO,PDT,9023,2002
TO,PFL,176391,2002
TO,PGT,73,2002
TO,PHS,372,2002
TO,PMDB,89727,2002
TO,PMN,428,2002
TO,PPB,49532,2002
TO,PPS,7186,2002
TO,PRONA,161,2002
TO,PRP,1162,2002
TO,PRTB,716,2002
TO,PSB,1844,2002
TO,PSC,534,2002
TO,PSD,36907,2002
TO,PSDB,149073,2002
TO,PSDC,2162,2002
TO,PSL,845,2002
TO,PST,1374,2002
TO,PT,47552,2002
TO,PT do B,76,2002
TO,PTB,13694,2002
TO,PTC,346,2002
AC,PC do B,30017,2006
AC,PDT,19951,2006
AC,PFL,1314,2006
AC,PL,15037,2006
AC,PMDB,28548,2006
AC,PMN,28844,2006
AC,PP,57914,2006
AC,PPS,33136,2006
AC,PRP,710,2006
AC,PRTB,195,2006
AC,PSB,8899,2006
AC,PSDB,20854,2006
AC,PSDC,826,2006
AC,PSOL,1905,2006
AC,PT,69643,2006
AC,PT do B,215,2006
AC,PTB,587,2006
AC,PTN,397,2006
AC,PV,531,2006
AL,PAN,1324,2006
AL,PC do B,1184,2006
AL,PCB,869,2006
AL,PDT,118781,2006
AL,PFL,163991,2006
AL,PHS,6106,2006
AL,PL,58471,2006
AL,PMDB,270628,2006
AL,PMN,96555,2006
AL,PP,112076,2006
AL,PPS,76385,2006
AL,PRB,15017,2006
AL,PRONA,28006,2006
AL,PRP,3744,2006
AL,PRTB,8891,2006
AL,PSB,151297,2006
AL,PSC,952,2006
AL,PSDB,60105,2006
AL,PSDC,1406,2006
AL,PSOL,12167,2006
AL,PSTU,843,2006
AL,PT,49079,2006
AL,PT do B,5338,2006
AL,PTB,106099,2006
AL,PTC,735,2006
AL,PTN,882,2006
AL,PV,38672,2006
AM,PAN,11367,2006
AM,PC do B,97456,2006
AM,PCB,501,2006
AM,PCO,231,2006
AM,PDT,15991,2006
AM,PFL,165524,2006
AM,PHS,19050,2006
AM,PL,86268,2006
AM,PMDB,219012,2006
AM,PMN,31867,2006
AM,PP,238420,2006
AM,PPS,8034,2006
AM,PRONA,66278,2006
AM,PRP,3343,2006
AM,PRTB,1264,2006
AM,PSB,131379,2006
AM,PSC,421,2006
AM,PSDB,9711,2006
AM,PSDC,1831,2006
AM,PSL,1340,2006
AM,PSOL,1730,2006
AM,PSTU,1085,2006
AM,PT,157264,2006
AM,PTB,108672,2006
AM,PTC,281,2006
AM,PTN,4891,2006
AM,PV,11175,2006
AP,PC do B,10717,2006
AP,PCB,1213,2006
AP,PDT,37128,2006
AP,PFL,19729,2006
AP,PL,15479,2006
AP,PMDB,63430,2006
AP,PMN,2384,2006
AP,PP,6656,2006
AP,PPS,26893,2006
AP,PRONA,666,2006
AP,PRTB,421,2006
AP,PSB,43274,2006
AP,PSC,6761,2006
AP,PSDB,19291,2006
AP,PSOL,1629,2006
AP,PSTU,766,2006
AP,PT,33824,2006
AP,PT do B,590,2006
AP,PTB,2513,2006
AP,PTN,3395,2006
AP,PV,2551,2006
BA,PAN,8986,2006
BA,PC do B,233489,2006
BA,PCB,11273,2006
BA,PCO,3591,2006
BA,PDT,362376,2006
BA,PFL,2288295,2006
BA,PHS,9977,2006
BA,PL,385058,2006
BA,PMDB,374906,2006
BA,PMN,63505,2006
BA,PP,358514,2006
BA,PPS,134210,2006
BA,PRONA,6341,2006
BA,PRP,22511,2006
BA,PRTB,10663,2006
BA,PSB,253096,2006
BA,PSC,120183,2006
BA,PSDB,317195,2006
BA,PSDC,48981,2006
BA,PSL,13067,2006
BA,PSOL,19317,2006
BA,PSTU,3108,2006
BA,PT,1295972,2006
BA,PT do B,17239,2006
BA,PTB,115513,2006
BA,PTC,16008,2006
BA,PTN,5245,2006
BA,PV,73262,2006
CE,PAN,6174,2006
CE,PC do B,184662,2006
CE,PCB,2598,2006
CE,PCO,2458,2006
CE,PDT,132530,2006
CE,PFL,62611,2006
CE,PHS,23397,2006
CE,PL,146120,2006
CE,PMDB,907666,2006
CE,PMN,8521,2006
CE,PP,121729,2006
CE,PPS,18808,2006
CE,PRONA,7239,2006
CE,PRP,12027,2006
CE,PRTB,384,2006
CE,PSB,870862,2006
CE,PSC,1527,2006
CE,PSDB,869387,2006
CE,PSDC,8131,2006
CE,PSL,21329,2006
CE,PSOL,89988,2006
CE,PSTU,2490,2006
CE,PT,407371,2006
CE,PT do B,579,2006
CE,PTB,133787,2006
CE,PTC,3462,2006
CE,PTN,11022,2006
CE,PV,70068,2006
DF,PAN,341,2006
DF,PC do B,24880,2006
DF,PCB,544,2006
DF,PCO,1089,2006
DF,PDT,19800,2006
DF,PFL,301584,2006
DF,PHS,12214,2006
DF,PL,40478,2006
DF,PMDB,290655,2006
DF,PMN,8565,2006
DF,PP,6766,2006
DF,PPS,81606,2006
DF,PRB,1081,2006
DF,PRONA,31343,2006
DF,PRP,1626,2006
DF,PRTB,75,2006
DF,PSB,58448,2006
DF,PSC,5356,2006
DF,PSDB,57790,2006
DF,PSDC,2059,2006
DF,PSL,7683,2006
DF,PSOL,53462,2006
DF,PSTU,420,2006
DF,PT,220285,2006
DF,PT do B,909,2006
DF,PTB,81575,2006
DF,PTC,426,2006
DF,PTN,255,2006
DF,PV,8619,2006
ES,PAN,26551,2006
ES,PC do B,9420,2006
ES,PCO,934,2006
ES,PDT,278450,2006
ES,PFL,10811,2006
ES,PHS,7604,2006
ES,PL,93006,2006
ES,PMDB,487533,2006
ES,PMN,34686,2006
ES,PP,89396,2006
ES,PPS,29955,2006
ES,PRB,1232,2006
ES,PRTB,819,2006
ES,PSB,153937,2006
ES,PSC,42460,2006
ES,PSDB,213986,2006
ES,PSDC,220,2006
ES,PSL,1652,2006
ES,PSOL,17958,2006
ES,PSTU,503,2006
ES,PT,137210,2006
ES,PT do B,1945,2006
ES,PTB,106760,2006
ES,PTC,14244,2006
ES,PTN,1073,2006
ES,PV,7900,2006
GO,PAN,3642,2006
GO,PC do B,32076,2006
GO,PCB,1031,2006
GO,PDT,42621,2006
GO,PFL,237993,2006
GO,PHS,5008,2006
GO,PL,237953,2006
GO,PMDB,763429,2006
GO,PMN,2924,2006
GO,PP,328069,2006
GO,PPS,14562,2006
GO,PRONA,5877,2006
GO,PRP,4509,2006
GO,PRTB,463,2006
GO,PSB,56698,2006
GO,PSC,55165,2006
GO,PSDB,569137,2006
GO,PSDC,2407,2006
GO,PSOL,30219,2006
GO,PSTU,1949,2006
GO,PT,225511,2006
GO,PT do B,2733,2006
GO,PTB,203418,2006
GO,PTC,11335,2006
GO,PTN,1186,2006
GO,PV,11595,2006
MA,PAN,89484,2006
MA,PC do B,128418,2006
MA,PDT,318895,2006
MA,PFL,225071,2006
MA,PHS,17648,2006
MA,PL,64105,2006
MA,PMDB,375619,2006
MA,PMN,9247,2006
MA,PP,63071,2006
MA,PPS,10429,2006
MA,PRB,23456,2006
MA,PRONA,4027,2006
MA,PRP,10219,2006
MA,PRTB,19560,2006
MA,PSB,269934,2006
MA,PSC,60301,2006
MA,PSDB,662782,2006
MA,PSDC,4807,2006
MA,PSL,11076,2006
MA,PSOL,6348,2006
MA,PSTU,6899,2006
MA,PT,227472,2006
MA,PT do B,6517,2006
MA,PTB,125565,2006
MA,PTC,12119,2006
MA,PTN,1402,2006
MA,PV,166436,2006
MG,PAN,17606,2006
MG,PC do B,119468,2006
MG,PCO,4739,2006
MG,PDT,395233,2006
MG,PFL,897288,2006
MG,PHS,108996,2006
MG,PL,745282,2006
MG,PMDB,1201484,2006
MG,PMN,159865,2006
MG,PP,434705,2006
MG,PPS,740238,2006
MG,PRB,12122,2006
MG,PRONA,42291,2006
MG,PRP,47743,2006
MG,PRTB,38951,2006
MG,PSB,381083,2006
MG,PSC,160607,2006
MG,PSDB,1447892,2006
MG,PSDC,54901,2006
MG,PSOL,48441,2006
MG,PSTU,12960,2006
MG,PT,1619942,2006
MG,PT do B,32163,2006
MG,PTB,200618,2006
MG,PTC,112861,2006
MG,PTN,20644,2006
MG,PV,746945,2006
MS,PAN,6146,2006
MS,PC do B,1944,2006
MS,PDT,194806,2006
MS,PFL,38974,2006
MS,PHS,2702,2006
MS,PL,7167,2006
MS,PMDB,326573,2006
MS,PMN,15513,2006
MS,PP,60967,2006
MS,PPS,83104,2006
MS,PRONA,10504,2006
MS,PRP,1167,2006
MS,PRTB,1697,2006
MS,PSB,18863,2006
MS,PSC,15141,2006
MS,PSDB,98769,2006
MS,PSOL,6380,2006
MS,PSTU,1140,2006
MS,PT,301633,2006
MS,PT do B,2702,2006
MS,PTB,3981,2006
MS,PTC,2075,2006
MS,PTN,686,2006
MS,PV,5114,2006
MT,PAN,665,2006
MT,PC do B,3809,2006
MT,PDT,20959,2006
MT,PFL,132486,2006
MT,PHS,1692,2006
MT,PL,105073,2006
MT,PMDB,150092,2006
MT,PMN,1612,2006
MT,PP,241329,2006
MT,PPS,271406,2006
MT,PRONA,464,2006
MT,PRP,9621,2006
MT,PRTB,1604,2006
MT,PSB,53584,2006
MT,PSC,5176,2006
MT,PSDB,189747,2006
MT,PSDC,1250,2006
MT,PSL,4359,2006
MT,PSOL,3718,2006
MT,PSTU,230,2006
MT,PT,179092,2006
MT,PT do B,3989,2006
MT,PTB,27768,2006
MT,PTC,940,2006
MT,PTN,164,2006
MT,PV,26452,2006
PA,PAN,855,2006
PA,PC do B,56561,2006
PA,PCB,1535,2006
PA,PDT,142088,2006
PA,PFL,268521,2006
PA,PHS,3072,2006
PA,PL,70277,2006
PA,PMDB,902350,2006
PA,PMN,4021,2006
PA,PP,132936,2006
