ESTADOS,partido,cadeiras,ANO_ELEICAO,ambito
R. G. do Sul,PHS,0,2014,cadeira
R. G. do Sul,PTN,0,2014,cadeira
R. G. do Sul,PRP,0,2014,cadeira
R. G. do Sul,PMN,0,2014,cadeira
R. G. do Sul,PEN,0,2014,cadeira
R. G. do Sul,PSDC,0,2014,cadeira
R. G. do Sul,PTC,0,2014,cadeira
R. G. do Sul,PTdoB,0,2014,cadeira
R. G. do Sul,PSL,0,2014,cadeira
R. G. do Sul,PRTB,0,2014,cadeira
M. G. do Sul,PT,2,2014,cadeira
M. G. do Sul,PMDB,2,2014,cadeira
M. G. do Sul,PSDB,1,2014,cadeira
M. G. do Sul,PP,0,2014,cadeira
M. G. do Sul,PSD,0,2014,cadeira
M. G. do Sul,PSB,1,2014,cadeira
M. G. do Sul,PR,0,2014,cadeira
M. G. do Sul,PTB,0,2014,cadeira
M. G. do Sul,PRB,0,2014,cadeira
M. G. do Sul,DEM,1,2014,cadeira
M. G. do Sul,PDT,1,2014,cadeira
M. G. do Sul,SD,0,2014,cadeira
M. G. do Sul,PSC,0,2014,cadeira
M. G. do Sul,PROS,0,2014,cadeira
M. G. do Sul,PPS,0,2014,cadeira
M. G. do Sul,PCdoB,0,2014,cadeira
M. G. do Sul,PV,0,2014,cadeira
M. G. do Sul,PSOL,0,2014,cadeira
M. G. do Sul,PHS,0,2014,cadeira
M. G. do Sul,PTN,0,2014,cadeira
M. G. do Sul,PRP,0,2014,cadeira
M. G. do Sul,PMN,0,2014,cadeira
M. G. do Sul,PEN,0,2014,cadeira
M. G. do Sul,PSDC,0,2014,cadeira
M. G. do Sul,PTC,0,2014,cadeira
M. G. do Sul,PTdoB,0,2014,cadeira
M. G. do Sul,PSL,0,2014,cadeira
M. G. do Sul,PRTB,0,2014,cadeira
Mato Grosso,PT,1,2014,cadeira
Mato Grosso,PMDB,1,2014,cadeira
Mato Grosso,PSDB,1,2014,cadeira
Mato Grosso,PP,1,2014,cadeira
Mato Grosso,PSD,0,2014,cadeira
Mato Grosso,PSB,2,2014,cadeira
Mato Grosso,PR,0,2014,cadeira
Mato Grosso,PTB,0,2014,cadeira
Mato Grosso,PRB,0,2014,cadeira
Mato Grosso,DEM,0,2014,cadeira
Mato Grosso,PDT,0,2014,cadeira
Mato Grosso,SD,0,2014,cadeira
Mato Grosso,PSC,1,2014,cadeira
Mato Grosso,PROS,1,2014,cadeira
Mato Grosso,PPS,0,2014,cadeira
Mato Grosso,PCdoB,0,2014,cadeira
Mato Grosso,PV,0,2014,cadeira
Mato Grosso,PSOL,0,2014,cadeira
Mato Grosso,PHS,0,2014,cadeira
Mato Grosso,PTN,0,2014,cadeira
Mato Grosso,PRP,0,2014,cadeira
Mato Grosso,PMN,0,2014,cadeira
Mato Grosso,PEN,0,2014,cadeira
Mato Grosso,PSDC,0,2014,cadeira
Mato Grosso,PTC,0,2014,cadeira
Mato Grosso,PTdoB,0,2014,cadeira
Mato Grosso,PSL,0,2014,cadeira
Mato Grosso,PRTB,0,2014,cadeira
Goiás,PT,1,2014,cadeira
Goiás,PMDB,2,2014,cadeira
Goiás,PSDB,6,2014,cadeira
Goiás,PP,1,2014,cadeira
Goiás,PSD,2,2014,cadeira
Goiás,PSB,0,2014,cadeira
Goiás,PR,1,2014,cadeira
Goiás,PTB,1,2014,cadeira
Goiás,PRB,0,2014,cadeira
Goiás,DEM,0,2014,cadeira
Goiás,PDT,1,2014,cadeira
Goiás,SD,1,2014,cadeira
Goiás,PSC,0,2014,cadeira
Goiás,PROS,0,2014,cadeira
Goiás,PPS,1,2014,cadeira
Goiás,PCdoB,0,2014,cadeira
Goiás,PV,0,2014,cadeira
Goiás,PSOL,0,2014,cadeira
Goiás,PHS,0,2014,cadeira
Goiás,PTN,0,2014,cadeira
Goiás,PRP,0,2014,cadeira
Goiás,PMN,0,2014,cadeira
Goiás,PEN,0,2014,cadeira
Goiás,PSDC,0,2014,cadeira
Goiás,PTC,0,2014,cadeira
Goiás,PTdoB,0,2014,cadeira
Goiás,PSL,0,2014,cadeira
Goiás,PRTB,0,2014,cadeira
Distrito Federal,PT,1,2014,cadeira
Distrito Federal,PMDB,1,2014,cadeira
Distrito Federal,PSDB,1,2014,cadeira
Distrito Federal,PP,0,2014,cadeira
Distrito Federal,PSD,1,2014,cadeira
Distrito Federal,PSB,0,2014,cadeira
Distrito Federal,PR,1,2014,cadeira
Distrito Federal,PTB,0,2014,cadeira
Distrito Federal,PRB,0,2014,cadeira
Distrito Federal,DEM,1,2014,cadeira
Distrito Federal,PDT,0,2014,cadeira
Distrito Federal,SD,1,2014,cadeira
Distrito Federal,PSC,0,2014,cadeira
Distrito Federal,PROS,1,2014,cadeira
Distrito Federal,PPS,0,2014,cadeira
Distrito Federal,PCdoB,0,2014,cadeira
Distrito Federal,PV,0,2014,cadeira
Distrito Federal,PSOL,0,2014,cadeira
Distrito Federal,PHS,0,2014,cadeira
Distrito Federal,PTN,0,2014,cadeira
Distrito Federal,PRP,0,2014,cadeira
Distrito Federal,PMN,0,2014,cadeira
Distrito Federal,PEN,0,2014,cadeira
Distrito Federal,PSDC,0,2014,cadeira
Distrito Federal,PTC,0,2014,cadeira
Distrito Federal,PTdoB,0,2014,cadeira
Distrito Federal,PSL,0,2014,cadeira
Distrito Federal,PRTB,0,2014,cadeira
Acre,PT,0,2018,cadeira
Alagoas,PT,1,2018,cadeira
Amazonas,PT,1,2018,cadeira
Amapá,PT,0,2018,cadeira
Bahia,PT,7,2018,cadeira
Ceará,PT,3,2018,cadeira
Distrito Federal,PT,1,2018,cadeira
Espirito Santo,PT,1,2018,cadeira
Goiás,PT,1,2018,cadeira
Maranhão,PT,1,2018,cadeira
Minas Gerais,PT,8,2018,cadeira
M. G. do Sul,PT,1,2018,cadeira
Mato Grosso,PT,1,2018,cadeira
Pará,PT,2,2018,cadeira
Paraíba,PT,1,2018,cadeira
Pernambuco,PT,2,2018,cadeira
Piauí,PT,2,2018,cadeira
Paraná,PT,3,2018,cadeira
Rio de Janeiro,PT,1,2018,cadeira
R. G. do Norte,PT,1,2018,cadeira
Rondônia,PT,0,2018,cadeira
Roraima,PT,0,2018,cadeira
R. G. do Sul,PT,5,2018,cadeira
Santa Catarina,PT,1,2018,cadeira
Sergipe,PT,1,2018,cadeira
São Paulo,PT,8,2018,cadeira
Tocantins,PT,1,2018,cadeira
Acre,PSL,0,2018,cadeira
Alagoas,PSL,0,2018,cadeira
Amazonas,PSL,1,2018,cadeira
Amapá,PSL,0,2018,cadeira
Bahia,PSL,1,2018,cadeira
Ceará,PSL,1,2018,cadeira
Distrito Federal,PSL,0,2018,cadeira
Espirito Santo,PSL,1,2018,cadeira
Goiás,PSL,2,2018,cadeira
Maranhão,PSL,0,2018,cadeira
Minas Gerais,PSL,6,2018,cadeira
M. G. do Sul,PSL,2,2018,cadeira
Mato Grosso,PSL,1,2018,cadeira
Pará,PSL,0,2018,cadeira
Paraíba,PSL,1,2018,cadeira
Pernambuco,PSL,1,2018,cadeira
Piauí,PSL,0,2018,cadeira
Paraná,PSL,3,2018,cadeira
Rio de Janeiro,PSL,12,2018,cadeira
R. G. do Norte,PSL,1,2018,cadeira
Rondônia,PSL,1,2018,cadeira
Roraima,PSL,1,2018,cadeira
R. G. do Sul,PSL,3,2018,cadeira
Santa Catarina,PSL,4,2018,cadeira
Sergipe,PSL,0,2018,cadeira
São Paulo,PSL,10,2018,cadeira
Tocantins,PSL,0,2018,cadeira
Acre,PP,0,2018,cadeira
Alagoas,PP,1,2018,cadeira
Amazonas,PP,1,2018,cadeira
Amapá,PP,1,2018,cadeira
Bahia,PP,4,2018,cadeira
Ceará,PP,1,2018,cadeira
Distrito Federal,PP,1,2018,cadeira
Espirito Santo,PP,1,2018,cadeira
Goiás,PP,2,2018,cadeira
Maranhão,PP,1,2018,cadeira
Minas Gerais,PP,2,2018,cadeira
M. G. do Sul,PP,0,2018,cadeira
Mato Grosso,PP,1,2018,cadeira
Pará,PP,0,2018,cadeira
Paraíba,PP,1,2018,cadeira
Pernambuco,PP,2,2018,cadeira
Piauí,PP,2,2018,cadeira
Paraná,PP,2,2018,cadeira
Rio de Janeiro,PP,2,2018,cadeira
R. G. do Norte,PP,1,2018,cadeira
Rondônia,PP,1,2018,cadeira
Roraima,PP,1,2018,cadeira
R. G. do Sul,PP,4,2018,cadeira
Santa Catarina,PP,1,2018,cadeira
Sergipe,PP,1,2018,cadeira
São Paulo,PP,4,2018,cadeira
Tocantins,PP,0,2018,cadeira
Acre,PSD,0,2018,cadeira
Alagoas,PSD,1,2018,cadeira
Amazonas,PSD,1,2018,cadeira
Amapá,PSD,0,2018,cadeira
Bahia,PSD,5,2018,cadeira
Ceará,PSD,1,2018,cadeira
Distrito Federal,PSD,0,2018,cadeira
Espirito Santo,PSD,0,2018,cadeira
Goiás,PSD,1,2018,cadeira
Maranhão,PSD,1,2018,cadeira
Minas Gerais,PSD,3,2018,cadeira
M. G. do Sul,PSD,1,2018,cadeira
Mato Grosso,PSD,0,2018,cadeira
Pará,PSD,3,2018,cadeira
Paraíba,PSD,0,2018,cadeira
Pernambuco,PSD,1,2018,cadeira
Piauí,PSD,1,2018,cadeira
Paraná,PSD,4,2018,cadeira
Rio de Janeiro,PSD,3,2018,cadeira
R. G. do Norte,PSD,1,2018,cadeira
Rondônia,PSD,1,2018,cadeira
Roraima,PSD,1,2018,cadeira
R. G. do Sul,PSD,1,2018,cadeira
Santa Catarina,PSD,2,2018,cadeira
Sergipe,PSD,1,2018,cadeira
São Paulo,PSD,2,2018,cadeira
Tocantins,PSD,0,2018,cadeira
Acre,MDB,2,2018,cadeira
Alagoas,MDB,1,2018,cadeira
Amazonas,MDB,0,2018,cadeira
Amapá,MDB,0,2018,cadeira
Bahia,MDB,0,2018,cadeira
Ceará,MDB,1,2018,cadeira
Distrito Federal,MDB,0,2018,cadeira
Espirito Santo,MDB,0,2018,cadeira
Goiás,MDB,0,2018,cadeira
Maranhão,MDB,2,2018,cadeira
Minas Gerais,MDB,4,2018,cadeira
M. G. do Sul,MDB,0,2018,cadeira
Mato Grosso,MDB,2,2018,cadeira
Pará,MDB,2,2018,cadeira
Paraíba,MDB,0,2018,cadeira
Pernambuco,MDB,1,2018,cadeira
Piauí,MDB,1,2018,cadeira
Paraná,MDB,2,2018,cadeira
Rio de Janeiro,MDB,3,2018,cadeira
R. G. do Norte,MDB,1,2018,cadeira
Rondônia,MDB,1,2018,cadeira
Roraima,MDB,0,2018,cadeira
R. G. do Sul,MDB,4,2018,cadeira
Santa Catarina,MDB,3,2018,cadeira
Sergipe,MDB,1,2018,cadeira
São Paulo,MDB,2,2018,cadeira
Tocantins,MDB,1,2018,cadeira
Acre,PR,0,2018,cadeira
Alagoas,PR,1,2018,cadeira
Amazonas,PR,1,2018,cadeira
Amapá,PR,1,2018,cadeira
Bahia,PR,2,2018,cadeira
Ceará,PR,1,2018,cadeira
Distrito Federal,PR,1,2018,cadeira
Espirito Santo,PR,1,2018,cadeira
Goiás,PR,1,2018,cadeira
Maranhão,PR,2,2018,cadeira
Minas Gerais,PR,1,2018,cadeira
M. G. do Sul,PR,0,2018,cadeira
Mato Grosso,PR,0,2018,cadeira
Pará,PR,1,2018,cadeira
Paraíba,PR,1,2018,cadeira
Pernambuco,PR,1,2018,cadeira
Piauí,PR,1,2018,cadeira
Paraná,PR,3,2018,cadeira
Rio de Janeiro,PR,2,2018,cadeira
R. G. do Norte,PR,1,2018,cadeira
Rondônia,PR,0,2018,cadeira
Roraima,PR,1,2018,cadeira
R. G. do Sul,PR,1,2018,cadeira
Santa Catarina,PR,0,2018,cadeira
Sergipe,PR,1,2018,cadeira
São Paulo,PR,7,2018,cadeira
Tocantins,PR,1,2018,cadeira
Acre,PSB,0,2018,cadeira
Alagoas,PSB,1,2018,cadeira
Amazonas,PSB,0,2018,cadeira
Amapá,PSB,1,2018,cadeira
Bahia,PSB,2,2018,cadeira
Ceará,PSB,1,2018,cadeira
Distrito Federal,PSB,0,2018,cadeira
Espirito Santo,PSB,2,2018,cadeira
Goiás,PSB,1,2018,cadeira
Maranhão,PSB,1,2018,cadeira
Minas Gerais,PSB,3,2018,cadeira
M. G. do Sul,PSB,0,2018,cadeira
Mato Grosso,PSB,0,2018,cadeira
Pará,PSB,1,2018,cadeira
Paraíba,PSB,1,2018,cadeira
Pernambuco,PSB,5,2018,cadeira
Piauí,PSB,1,2018,cadeira
Paraná,PSB,2,2018,cadeira
Rio de Janeiro,PSB,1,2018,cadeira
R. G. do Norte,PSB,1,2018,cadeira
Rondônia,PSB,1,2018,cadeira
Roraima,PSB,0,2018,cadeira
R. G. do Sul,PSB,2,2018,cadeira
Santa Catarina,PSB,1,2018,cadeira
Sergipe,PSB,0,2018,cadeira
São Paulo,PSB,4,2018,cadeira
Tocantins,PSB,0,2018,cadeira
Acre,PRB,1,2018,cadeira
Alagoas,PRB,1,2018,cadeira
Amazonas,PRB,2,2018,cadeira
Amapá,PRB,1,2018,cadeira
Bahia,PRB,2,2018,cadeira
Ceará,PRB,0,2018,cadeira
Distrito Federal,PRB,1,2018,cadeira
Espirito Santo,PRB,1,2018,cadeira
Goiás,PRB,1,2018,cadeira
Maranhão,PRB,1,2018,cadeira
Minas Gerais,PRB,2,2018,cadeira
M. G. do Sul,PRB,0,2018,cadeira
Mato Grosso,PRB,0,2018,cadeira
Pará,PRB,1,2018,cadeira
Paraíba,PRB,1,2018,cadeira
Pernambuco,PRB,2,2018,cadeira
Piauí,PRB,0,2018,cadeira
Paraná,PRB,2,2018,cadeira
Rio de Janeiro,PRB,2,2018,cadeira
R. G. do Norte,PRB,0,2018,cadeira
Rondônia,PRB,0,2018,cadeira
Roraima,PRB,1,2018,cadeira
R. G. do Sul,PRB,1,2018,cadeira
Santa Catarina,PRB,1,2018,cadeira
Sergipe,PRB,0,2018,cadeira
São Paulo,PRB,6,2018,cadeira
Tocantins,PRB,0,2018,cadeira
Acre,PSDB,1,2018,cadeira
Alagoas,PSDB,1,2018,cadeira
Amazonas,PSDB,0,2018,cadeira
Amapá,PSDB,1,2018,cadeira
Bahia,PSDB,1,2018,cadeira
Ceará,PSDB,1,2018,cadeira
Distrito Federal,PSDB,0,2018,cadeira
Espirito Santo,PSDB,0,2018,cadeira
Goiás,PSDB,1,2018,cadeira
Maranhão,PSDB,0,2018,cadeira
Minas Gerais,PSDB,5,2018,cadeira
M. G. do Sul,PSDB,2,2018,cadeira
Mato Grosso,PSDB,0,2018,cadeira
Pará,PSDB,2,2018,cadeira
Paraíba,PSDB,3,2018,cadeira
Pernambuco,PSDB,0,2018,cadeira
Piauí,PSDB,0,2018,cadeira
Paraná,PSDB,0,2018,cadeira
Rio de Janeiro,PSDB,0,2018,cadeira
R. G. do Norte,PSDB,0,2018,cadeira
Rondônia,PSDB,1,2018,cadeira
Roraima,PSDB,1,2018,cadeira
R. G. do Sul,PSDB,2,2018,cadeira
Santa Catarina,PSDB,1,2018,cadeira
Sergipe,PSDB,0,2018,cadeira
São Paulo,PSDB,6,2018,cadeira
Tocantins,PSDB,0,2018,cadeira
Acre,DEM,1,2018,cadeira
Alagoas,DEM,0,2018,cadeira
Amazonas,DEM,0,2018,cadeira
Amapá,DEM,0,2018,cadeira
Bahia,DEM,4,2018,cadeira
Ceará,DEM,0,2018,cadeira
Distrito Federal,DEM,1,2018,cadeira
Espirito Santo,DEM,1,2018,cadeira
Goiás,DEM,2,2018,cadeira
Maranhão,DEM,1,2018,cadeira
Minas Gerais,DEM,1,2018,cadeira
M. G. do Sul,DEM,1,2018,cadeira
Mato Grosso,DEM,0,2018,cadeira
Pará,DEM,2,2018,cadeira
Paraíba,DEM,1,2018,cadeira
Pernambuco,DEM,1,2018,cadeira
Piauí,DEM,0,2018,cadeira
Paraná,DEM,1,2018,cadeira
Rio de Janeiro,DEM,4,2018,cadeira
R. G. do Norte,DEM,0,2018,cadeira
Rondônia,DEM,0,2018,cadeira
Roraima,DEM,0,2018,cadeira
R. G. do Sul,DEM,1,2018,cadeira
Santa Catarina,DEM,0,2018,cadeira
Sergipe,DEM,0,2018,cadeira
São Paulo,DEM,5,2018,cadeira
Tocantins,DEM,2,2018,cadeira
Acre,PDT,1,2018,cadeira
Alagoas,PDT,0,2018,cadeira
Amazonas,PDT,0,2018,cadeira
Amapá,PDT,0,2018,cadeira
Bahia,PDT,2,2018,cadeira
Ceará,PDT,6,2018,cadeira
Distrito Federal,PDT,0,2018,cadeira
Espirito Santo,PDT,1,2018,cadeira
Goiás,PDT,1,2018,cadeira
Maranhão,PDT,1,2018,cadeira
Minas Gerais,PDT,2,2018,cadeira
M. G. do Sul,PDT,1,2018,cadeira
Mato Grosso,PDT,0,2018,cadeira
Pará,PDT,0,2018,cadeira
Paraíba,PDT,1,2018,cadeira
Pernambuco,PDT,2,2018,cadeira
Piauí,PDT,1,2018,cadeira
Paraná,PDT,1,2018,cadeira
Rio de Janeiro,PDT,2,2018,cadeira
R. G. do Norte,PDT,0,2018,cadeira
Rondônia,PDT,1,2018,cadeira
Roraima,PDT,0,2018,cadeira
R. G. do Sul,PDT,3,2018,cadeira
Santa Catarina,PDT,0,2018,cadeira
Sergipe,PDT,1,2018,cadeira
São Paulo,PDT,1,2018,cadeira
Tocantins,PDT,0,2018,cadeira
Acre,SOLIDARIEDADE,1,2018,cadeira
Alagoas,SOLIDARIEDADE,0,2018,cadeira
Amazonas,SOLIDARIEDADE,1,2018,cadeira
Amapá,SOLIDARIEDADE,0,2018,cadeira
Bahia,SOLIDARIEDADE,0,2018,cadeira
Ceará,SOLIDARIEDADE,1,2018,cadeira
Distrito Federal,SOLIDARIEDADE,0,2018,cadeira
Espirito Santo,SOLIDARIEDADE,0,2018,cadeira
Goiás,SOLIDARIEDADE,1,2018,cadeira
Maranhão,SOLIDARIEDADE,0,2018,cadeira
Minas Gerais,SOLIDARIEDADE,1,2018,cadeira
M. G. do Sul,SOLIDARIEDADE,0,2018,cadeira
Mato Grosso,SOLIDARIEDADE,1,2018,cadeira
Pará,SOLIDARIEDADE,0,2018,cadeira
Paraíba,SOLIDARIEDADE,0,2018,cadeira
Pernambuco,SOLIDARIEDADE,1,2018,cadeira
Piauí,SOLIDARIEDADE,0,2018,cadeira
Paraná,SOLIDARIEDADE,0,2018,cadeira
Rio de Janeiro,SOLIDARIEDADE,1,2018,cadeira
R. G. do Norte,SOLIDARIEDADE,0,2018,cadeira
Rondônia,SOLIDARIEDADE,0,2018,cadeira
Roraima,SOLIDARIEDADE,1,2018,cadeira
R. G. do Sul,SOLIDARIEDADE,0,2018,cadeira
Santa Catarina,SOLIDARIEDADE,0,2018,cadeira
Sergipe,SOLIDARIEDADE,1,2018,cadeira
São Paulo,SOLIDARIEDADE,1,2018,cadeira
Tocantins,SOLIDARIEDADE,2,2018,cadeira
Acre,PODE,0,2018,cadeira
Alagoas,PODE,0,2018,cadeira
Amazonas,PODE,0,2018,cadeira
Amapá,PODE,0,2018,cadeira
Bahia,PODE,1,2018,cadeira
Ceará,PODE,0,2018,cadeira
Distrito Federal,PODE,0,2018,cadeira
Espirito Santo,PODE,0,2018,cadeira
Goiás,PODE,1,2018,cadeira
Maranhão,PODE,1,2018,cadeira
Minas Gerais,PODE,1,2018,cadeira
M. G. do Sul,PODE,0,2018,cadeira
Mato Grosso,PODE,1,2018,cadeira
Pará,PODE,0,2018,cadeira
Paraíba,PODE,0,2018,cadeira
Pernambuco,PODE,1,2018,cadeira
Piauí,PODE,0,2018,cadeira
Paraná,PODE,1,2018,cadeira
Rio de Janeiro,PODE,0,2018,cadeira
R. G. do Norte,PODE,0,2018,cadeira
Rondônia,PODE,1,2018,cadeira
Roraima,PODE,0,2018,cadeira
R. G. do Sul,PODE,0,2018,cadeira
Santa Catarina,PODE,0,2018,cadeira
Sergipe,PODE,0,2018,cadeira
São Paulo,PODE,3,2018,cadeira
Tocantins,PODE,0,2018,cadeira
Acre,PSOL,0,2018,cadeira
Alagoas,PSOL,0,2018,cadeira
Amazonas,PSOL,0,2018,cadeira
Amapá,PSOL,0,2018,cadeira
Bahia,PSOL,0,2018,cadeira
Ceará,PSOL,0,2018,cadeira
Distrito Federal,PSOL,0,2018,cadeira
Espirito Santo,PSOL,0,2018,cadeira
Goiás,PSOL,0,2018,cadeira
Maranhão,PSOL,0,2018,cadeira
Minas Gerais,PSOL,1,2018,cadeira
M. G. do Sul,PSOL,0,2018,cadeira
Mato Grosso,PSOL,0,2018,cadeira
Pará,PSOL,1,2018,cadeira
Paraíba,PSOL,0,2018,cadeira
Pernambuco,PSOL,0,2018,cadeira
Piauí,PSOL,0,2018,cadeira
Paraná,PSOL,0,2018,cadeira
Rio de Janeiro,PSOL,4,2018,cadeira
R. G. do Norte,PSOL,0,2018,cadeira
Rondônia,PSOL,0,2018,cadeira
Roraima,PSOL,0,2018,cadeira
R. G. do Sul,PSOL,1,2018,cadeira
Santa Catarina,PSOL,0,2018,cadeira
Sergipe,PSOL,0,2018,cadeira
São Paulo,PSOL,3,2018,cadeira
Tocantins,PSOL,0,2018,cadeira
Acre,PTB,0,2018,cadeira
Alagoas,PTB,1,2018,cadeira
Amazonas,PTB,0,2018,cadeira
Amapá,PTB,0,2018,cadeira
Bahia,PTB,0,2018,cadeira
Ceará,PTB,1,2018,cadeira
Distrito Federal,PTB,0,2018,cadeira
Espirito Santo,PTB,0,2018,cadeira
Goiás,PTB,0,2018,cadeira
Maranhão,PTB,1,2018,cadeira
Minas Gerais,PTB,0,2018,cadeira
M. G. do Sul,PTB,0,2018,cadeira
Mato Grosso,PTB,1,2018,cadeira
Pará,PTB,2,2018,cadeira
Paraíba,PTB,1,2018,cadeira
Pernambuco,PTB,0,2018,cadeira
Piauí,PTB,0,2018,cadeira
Paraná,PTB,1,2018,cadeira
Rio de Janeiro,PTB,0,2018,cadeira
R. G. do Norte,PTB,0,2018,cadeira
Rondônia,PTB,0,2018,cadeira
Roraima,PTB,0,2018,cadeira
R. G. do Sul,PTB,2,2018,cadeira
Santa Catarina,PTB,0,2018,cadeira
Sergipe,PTB,0,2018,cadeira
São Paulo,PTB,0,2018,cadeira
Tocantins,PTB,0,2018,cadeira
Acre,PCdoB,1,2018,cadeira
Alagoas,PCdoB,0,2018,cadeira
Amazonas,PCdoB,0,2018,cadeira
Amapá,PCdoB,1,2018,cadeira
Bahia,PCdoB,2,2018,cadeira
Ceará,PCdoB,0,2018,cadeira
Distrito Federal,PCdoB,0,2018,cadeira
Espirito Santo,PCdoB,0,2018,cadeira
Goiás,PCdoB,0,2018,cadeira
Maranhão,PCdoB,2,2018,cadeira
Minas Gerais,PCdoB,0,2018,cadeira
M. G. do Sul,PCdoB,0,2018,cadeira
Mato Grosso,PCdoB,0,2018,cadeira
Pará,PCdoB,0,2018,cadeira
Paraíba,PCdoB,0,2018,cadeira
Pernambuco,PCdoB,1,2018,cadeira
Piauí,PCdoB,0,2018,cadeira
Paraná,PCdoB,0,2018,cadeira
Rio de Janeiro,PCdoB,1,2018,cadeira
R. G. do Norte,PCdoB,0,2018,cadeira
Rondônia,PCdoB,0,2018,cadeira
Roraima,PCdoB,0,2018,cadeira
R. G. do Sul,PCdoB,0,2018,cadeira
Santa Catarina,PCdoB,0,2018,cadeira
Sergipe,PCdoB,0,2018,cadeira
São Paulo,PCdoB,1,2018,cadeira
Tocantins,PCdoB,0,2018,cadeira
Acre,NOVO,0,2018,cadeira
Alagoas,NOVO,0,2018,cadeira
Amazonas,NOVO,0,2018,cadeira
Amapá,NOVO,0,2018,cadeira
Bahia,NOVO,0,2018,cadeira
Ceará,NOVO,0,2018,cadeira
Distrito Federal,NOVO,0,2018,cadeira
Espirito Santo,NOVO,0,2018,cadeira
Goiás,NOVO,0,2018,cadeira
Maranhão,NOVO,0,2018,cadeira
Minas Gerais,NOVO,2,2018,cadeira
M. G. do Sul,NOVO,0,2018,cadeira
Mato Grosso,NOVO,0,2018,cadeira
Pará,NOVO,0,2018,cadeira
Paraíba,NOVO,0,2018,cadeira
Pernambuco,NOVO,0,2018,cadeira
Piauí,NOVO,0,2018,cadeira
Paraná,NOVO,0,2018,cadeira
Rio de Janeiro,NOVO,1,2018,cadeira
R. G. do Norte,NOVO,0,2018,cadeira
Rondônia,NOVO,0,2018,cadeira
Roraima,NOVO,0,2018,cadeira
R. G. do Sul,NOVO,1,2018,cadeira
Santa Catarina,NOVO,1,2018,cadeira
Sergipe,NOVO,0,2018,cadeira
São Paulo,NOVO,3,2018,cadeira
Tocantins,NOVO,0,2018,cadeira
Acre,PROS,0,2018,cadeira
Alagoas,PROS,0,2018,cadeira
Amazonas,PROS,0,2018,cadeira
Amapá,PROS,1,2018,cadeira
Bahia,PROS,0,2018,cadeira
Ceará,PROS,2,2018,cadeira
Distrito Federal,PROS,0,2018,cadeira
Espirito Santo,PROS,0,2018,cadeira
Goiás,PROS,0,2018,cadeira
Maranhão,PROS,0,2018,cadeira
Minas Gerais,PROS,2,2018,cadeira
M. G. do Sul,PROS,0,2018,cadeira
Mato Grosso,PROS,0,2018,cadeira
Pará,PROS,0,2018,cadeira
Paraíba,PROS,0,2018,cadeira
Pernambuco,PROS,0,2018,cadeira
Piauí,PROS,0,2018,cadeira
Paraná,PROS,2,2018,cadeira
Rio de Janeiro,PROS,1,2018,cadeira
R. G. do Norte,PROS,0,2018,cadeira
Rondônia,PROS,0,2018,cadeira
Roraima,PROS,0,2018,cadeira
R. G. do Sul,PROS,0,2018,cadeira
Santa Catarina,PROS,0,2018,cadeira
Sergipe,PROS,0,2018,cadeira
São Paulo,PROS,0,2018,cadeira
Tocantins,PROS,0,2018,cadeira
Acre,PSC,0,2018,cadeira
Alagoas,PSC,0,2018,cadeira
Amazonas,PSC,0,2018,cadeira
Amapá,PSC,0,2018,cadeira
Bahia,PSC,0,2018,cadeira
Ceará,PSC,0,2018,cadeira
Distrito Federal,PSC,0,2018,cadeira
Espirito Santo,PSC,0,2018,cadeira
Goiás,PSC,1,2018,cadeira
Maranhão,PSC,0,2018,cadeira
Minas Gerais,PSC,1,2018,cadeira
M. G. do Sul,PSC,0,2018,cadeira
Mato Grosso,PSC,0,2018,cadeira
Pará,PSC,0,2018,cadeira
Paraíba,PSC,0,2018,cadeira
Pernambuco,PSC,1,2018,cadeira
Piauí,PSC,0,2018,cadeira
Paraná,PSC,1,2018,cadeira
Rio de Janeiro,PSC,1,2018,cadeira
R. G. do Norte,PSC,0,2018,cadeira
Rondônia,PSC,0,2018,cadeira
Roraima,PSC,0,2018,cadeira
R. G. do Sul,PSC,0,2018,cadeira
Santa Catarina,PSC,0,2018,cadeira
Sergipe,PSC,1,2018,cadeira
São Paulo,PSC,1,2018,cadeira
Tocantins,PSC,1,2018,cadeira
Acre,PPS,0,2018,cadeira
Alagoas,PPS,0,2018,cadeira
Amazonas,PPS,0,2018,cadeira
Amapá,PPS,0,2018,cadeira
Bahia,PPS,0,2018,cadeira
Ceará,PPS,0,2018,cadeira
Distrito Federal,PPS,1,2018,cadeira
Espirito Santo,PPS,1,2018,cadeira
Goiás,PPS,0,2018,cadeira
Maranhão,PPS,0,2018,cadeira
Minas Gerais,PPS,0,2018,cadeira
M. G. do Sul,PPS,0,2018,cadeira
Mato Grosso,PPS,0,2018,cadeira
Pará,PPS,0,2018,cadeira
Paraíba,PPS,0,2018,cadeira
Pernambuco,PPS,1,2018,cadeira
Piauí,PPS,0,2018,cadeira
Paraná,PPS,1,2018,cadeira
Rio de Janeiro,PPS,1,2018,cadeira
R. G. do Norte,PPS,0,2018,cadeira
Rondônia,PPS,0,2018,cadeira
Roraima,PPS,0,2018,cadeira
R. G. do Sul,PPS,0,2018,cadeira
Santa Catarina,PPS,1,2018,cadeira
Sergipe,PPS,0,2018,cadeira
São Paulo,PPS,2,2018,cadeira
