"ANO_ELEICAO","NUM_TURNO","UF","DESCRICAO_CARGO","NUMERO_PARTIDO","SIGLA_PARTIDO","QTDE_VOTOS"
"2014","1","MA","DEPUTADO FEDERAL","15","PMDB","475676"
"2010","1","MA","DEPUTADO FEDERAL","15","PMDB","784941"
"1998","1","MA","DEPUTADO FEDERAL","15","PMDB","198664"
"2002","1","MA","DEPUTADO FEDERAL","15","PMDB","342786"
"2006","1","MA","DEPUTADO FEDERAL","15","PMDB","375619"
"2002","1","MA","DEPUTADO FEDERAL","33","PMN","5279"
"1998","1","MA","DEPUTADO FEDERAL","33","PMN","9586"
"2014","1","MA","DEPUTADO FEDERAL","33","PMN","44459"
"2010","1","MA","DEPUTADO FEDERAL","33","PMN","5815"
"2006","1","MA","DEPUTADO FEDERAL","33","PMN","9247"
"2018","1","MA","DEPUTADO FEDERAL","33","PMN","273826"
"2018","1","MA","DEPUTADO FEDERAL","19","PODE","117054"
"2010","1","MA","DEPUTADO FEDERAL","11","PP","124671"
"2018","1","MA","DEPUTADO FEDERAL","11","PP","213003"
"2014","1","MA","DEPUTADO FEDERAL","11","PP","75936"
"2006","1","MA","DEPUTADO FEDERAL","11","PP","63071"
"1998","1","MA","DEPUTADO FEDERAL","11","PPB","46324"
"2002","1","MA","DEPUTADO FEDERAL","11","PPB","128474"
"2018","1","MA","DEPUTADO FEDERAL","54","PPL","5255"
"2014","1","MA","DEPUTADO FEDERAL","54","PPL","6287"
"2018","1","MA","DEPUTADO FEDERAL","23","PPS","5773"
"1998","1","MA","DEPUTADO FEDERAL","23","PPS","5110"
"2010","1","MA","DEPUTADO FEDERAL","23","PPS","74290"
"2014","1","MA","DEPUTADO FEDERAL","23","PPS","172782"
"2002","1","MA","DEPUTADO FEDERAL","23","PPS","67253"
"2006","1","MA","DEPUTADO FEDERAL","23","PPS","10429"
"2014","1","MA","DEPUTADO FEDERAL","22","PR","74650"
"2010","1","MA","DEPUTADO FEDERAL","22","PR","154887"
"2018","1","MA","DEPUTADO FEDERAL","22","PR","350575"
"2018","1","MA","DEPUTADO FEDERAL","10","PRB","112279"
"2014","1","MA","DEPUTADO FEDERAL","10","PRB","148761"
"2010","1","MA","DEPUTADO FEDERAL","10","PRB","133517"
"2006","1","MA","DEPUTADO FEDERAL","10","PRB","23456"
"1998","1","MA","DEPUTADO FEDERAL","36","PRN","237"
"2006","1","MA","DEPUTADO FEDERAL","56","PRONA","4027"
"1998","1","MA","DEPUTADO FEDERAL","56","PRONA","1414"
"2014","1","MA","DEPUTADO FEDERAL","90","PROS","5167"
"2018","1","MA","DEPUTADO FEDERAL","90","PROS","72101"
"2018","1","MA","DEPUTADO FEDERAL","44","PRP","26452"
"2006","1","MA","DEPUTADO FEDERAL","44","PRP","10219"
"1998","1","MA","DEPUTADO FEDERAL","44","PRP","29773"
"2010","1","MA","DEPUTADO FEDERAL","44","PRP","5331"
"2002","1","MA","DEPUTADO FEDERAL","44","PRP","4132"
"2014","1","MA","DEPUTADO FEDERAL","44","PRP","93090"
"2006","1","MA","DEPUTADO FEDERAL","28","PRTB","19560"
"2014","1","MA","DEPUTADO FEDERAL","28","PRTB","14104"
"2010","1","MA","DEPUTADO FEDERAL","28","PRTB","7177"
"2018","1","MA","DEPUTADO FEDERAL","28","PRTB","33223"
"2002","1","MA","DEPUTADO FEDERAL","28","PRTB","17917"
"1998","1","MA","DEPUTADO FEDERAL","28","PRTB","7613"
"2006","1","MA","DEPUTADO FEDERAL","40","PSB","269934"
"2002","1","MA","DEPUTADO FEDERAL","40","PSB","149805"
"2010","1","MA","DEPUTADO FEDERAL","40","PSB","154851"
"1998","1","MA","DEPUTADO FEDERAL","40","PSB","49267"
"2014","1","MA","DEPUTADO FEDERAL","40","PSB","186119"
"2018","1","MA","DEPUTADO FEDERAL","40","PSB","114258"
"2006","1","MA","DEPUTADO FEDERAL","20","PSC","60301"
"2010","1","MA","DEPUTADO FEDERAL","20","PSC","55774"
"2014","1","MA","DEPUTADO FEDERAL","20","PSC","27408"
"2018","1","MA","DEPUTADO FEDERAL","20","PSC","39297"
"2002","1","MA","DEPUTADO FEDERAL","20","PSC","3082"
"1998","1","MA","DEPUTADO FEDERAL","20","PSC","57344"
"2014","1","MA","DEPUTADO FEDERAL","55","PSD","92596"
"2002","1","MA","DEPUTADO FEDERAL","41","PSD","18660"
"1998","1","MA","DEPUTADO FEDERAL","41","PSD","93738"
"2018","1","MA","DEPUTADO FEDERAL","55","PSD","126737"
"2006","1","MA","DEPUTADO FEDERAL","45","PSDB","662782"
"2018","1","MA","DEPUTADO FEDERAL","45","PSDB","78796"
"2010","1","MA","DEPUTADO FEDERAL","45","PSDB","334731"
"1998","1","MA","DEPUTADO FEDERAL","45","PSDB","235527"
"2014","1","MA","DEPUTADO FEDERAL","45","PSDB","82420"
"2002","1","MA","DEPUTADO FEDERAL","45","PSDB","307370"
"2002","1","MA","DEPUTADO FEDERAL","27","PSDC","3071"
"1998","1","MA","DEPUTADO FEDERAL","27","PSDC","417"
"2014","1","MA","DEPUTADO FEDERAL","27","PSDC","97872"
"2006","1","MA","DEPUTADO FEDERAL","27","PSDC","4807"
"2010","1","MA","DEPUTADO FEDERAL","17","PSL","72241"
"2018","1","MA","DEPUTADO FEDERAL","17","PSL","117902"
"1998","1","MA","DEPUTADO FEDERAL","17","PSL","354"
"2002","1","MA","DEPUTADO FEDERAL","17","PSL","933"
"2014","1","MA","DEPUTADO FEDERAL","17","PSL","166084"
"2006","1","MA","DEPUTADO FEDERAL","17","PSL","11076"
"1998","1","MA","DEPUTADO FEDERAL","31","PSN","1667"
"2010","1","MA","DEPUTADO FEDERAL","50","PSOL","5460"
"2014","1","MA","DEPUTADO FEDERAL","50","PSOL","7501"
"2006","1","MA","DEPUTADO FEDERAL","50","PSOL","6348"
"2018","1","MA","DEPUTADO FEDERAL","50","PSOL","10333"
"1998","1","MA","DEPUTADO FEDERAL","18","PST","1977"
"2002","1","MA","DEPUTADO FEDERAL","18","PST","3107"
"2006","1","MA","DEPUTADO FEDERAL","16","PSTU","6899"
"2002","1","MA","DEPUTADO FEDERAL","16","PSTU","4142"
"2010","1","MA","DEPUTADO FEDERAL","16","PSTU","6764"
"1998","1","MA","DEPUTADO FEDERAL","16","PSTU","2215"
"2018","1","MA","DEPUTADO FEDERAL","16","PSTU","5138"
"2014","1","MA","DEPUTADO FEDERAL","16","PSTU","10203"
"2010","1","MA","DEPUTADO FEDERAL","13","PT","215321"
"2002","1","MA","DEPUTADO FEDERAL","13","PT","161908"
"1998","1","MA","DEPUTADO FEDERAL","13","PT","75934"
"2014","1","MA","DEPUTADO FEDERAL","13","PT","181504"
"2006","1","MA","DEPUTADO FEDERAL","13","PT","227472"
"2018","1","MA","DEPUTADO FEDERAL","13","PT","175350"
"2010","1","MA","DEPUTADO FEDERAL","70","PT do B","87878"
"2006","1","MA","DEPUTADO FEDERAL","70","PT do B","6517"
"2002","1","MA","DEPUTADO FEDERAL","70","PT do B","6776"
"1998","1","MA","DEPUTADO FEDERAL","70","PT do B","3143"
"2014","1","MA","DEPUTADO FEDERAL","70","PT do B","100408"
"2014","1","MA","DEPUTADO FEDERAL","14","PTB","113253"
"2018","1","MA","DEPUTADO FEDERAL","14","PTB","123806"
"2002","1","MA","DEPUTADO FEDERAL","14","PTB","34013"
"1998","1","MA","DEPUTADO FEDERAL","14","PTB","2255"
"2010","1","MA","DEPUTADO FEDERAL","14","PTB","128896"
"2006","1","MA","DEPUTADO FEDERAL","14","PTB","125565"
"2006","1","MA","DEPUTADO FEDERAL","36","PTC","12119"
"2014","1","MA","DEPUTADO FEDERAL","36","PTC","37981"
"2002","1","MA","DEPUTADO FEDERAL","36","PTC","1562"
"2018","1","MA","DEPUTADO FEDERAL","36","PTC","13849"
"2010","1","MA","DEPUTADO FEDERAL","36","PTC","113650"
"2014","1","MA","DEPUTADO FEDERAL","19","PTN","3429"
"2006","1","MA","DEPUTADO FEDERAL","19","PTN","1402"
"2002","1","MA","DEPUTADO FEDERAL","19","PTN","5336"
"2018","1","MA","DEPUTADO FEDERAL","43","PV","111421"
"2006","1","MA","DEPUTADO FEDERAL","43","PV","166436"
"1998","1","MA","DEPUTADO FEDERAL","43","PV","24593"
"2002","1","MA","DEPUTADO FEDERAL","43","PV","10203"
"2010","1","MA","DEPUTADO FEDERAL","43","PV","220821"
"2014","1","MA","DEPUTADO FEDERAL","43","PV","185917"
"2018","1","MA","DEPUTADO FEDERAL","18","REDE","11152"
"2014","1","MA","DEPUTADO FEDERAL","77","SD","85587"
"2018","1","MA","DEPUTADO FEDERAL","77","SOLIDARIEDADE","86460"
"2018","1","MG","DEPUTADO FEDERAL","70","AVANTE","629881"
"2018","1","MG","DEPUTADO FEDERAL","27","DC","55761"
"2018","1","MG","DEPUTADO FEDERAL","25","DEM","287264"
"2010","1","MG","DEPUTADO FEDERAL","25","DEM","747812"
"2014","1","MG","DEPUTADO FEDERAL","25","DEM","513742"
"2018","1","MG","DEPUTADO FEDERAL","15","MDB","610205"
"2018","1","MG","DEPUTADO FEDERAL","30","NOVO","461859"
"1998","1","MG","DEPUTADO FEDERAL","26","PAN","6509"
"2006","1","MG","DEPUTADO FEDERAL","26","PAN","17606"
"2002","1","MG","DEPUTADO FEDERAL","26","PAN","7940"
"2018","1","MG","DEPUTADO FEDERAL","51","PATRI","283714"
"1998","1","MG","DEPUTADO FEDERAL","65","PC do B","44263"
"2014","1","MG","DEPUTADO FEDERAL","65","PC do B","137066"
"2018","1","MG","DEPUTADO FEDERAL","65","PC do B","72138"
"2006","1","MG","DEPUTADO FEDERAL","65","PC do B","119468"
"2010","1","MG","DEPUTADO FEDERAL","65","PC do B","198818"
"2002","1","MG","DEPUTADO FEDERAL","65","PC do B","81351"
"2010","1","MG","DEPUTADO FEDERAL","21","PCB","6632"
"2014","1","MG","DEPUTADO FEDERAL","21","PCB","15552"
"1998","1","MG","DEPUTADO FEDERAL","21","PCB","7398"
"2018","1","MG","DEPUTADO FEDERAL","21","PCB","12247"
"2014","1","MG","DEPUTADO FEDERAL","29","PCO","4390"
"2006","1","MG","DEPUTADO FEDERAL","29","PCO","4739"
"1998","1","MG","DEPUTADO FEDERAL","29","PCO","4193"
"2002","1","MG","DEPUTADO FEDERAL","29","PCO","5738"
"2010","1","MG","DEPUTADO FEDERAL","29","PCO","4242"
"2018","1","MG","DEPUTADO FEDERAL","29","PCO","822"
"2006","1","MG","DEPUTADO FEDERAL","12","PDT","395233"
"1998","1","MG","DEPUTADO FEDERAL","12","PDT","293392"
"2018","1","MG","DEPUTADO FEDERAL","12","PDT","299045"
"2002","1","MG","DEPUTADO FEDERAL","12","PDT","405970"
"2010","1","MG","DEPUTADO FEDERAL","12","PDT","503402"
"2014","1","MG","DEPUTADO FEDERAL","12","PDT","269937"
"2014","1","MG","DEPUTADO FEDERAL","51","PEN","19440"
"2006","1","MG","DEPUTADO FEDERAL","25","PFL","897288"
"1998","1","MG","DEPUTADO FEDERAL","25","PFL","1075602"
"2002","1","MG","DEPUTADO FEDERAL","25","PFL","1116906"
"2002","1","MG","DEPUTADO FEDERAL","30","PGT","13483"
"2018","1","MG","DEPUTADO FEDERAL","31","PHS","398267"
"2014","1","MG","DEPUTADO FEDERAL","31","PHS","201122"
"2006","1","MG","DEPUTADO FEDERAL","31","PHS","108996"
"2002","1","MG","DEPUTADO FEDERAL","31","PHS","60923"
"2010","1","MG","DEPUTADO FEDERAL","31","PHS","157487"
"1998","1","MG","DEPUTADO FEDERAL","22","PL","376471"
"2006","1","MG","DEPUTADO FEDERAL","22","PL","745282"
"2002","1","MG","DEPUTADO FEDERAL","22","PL","507661"
"2018","1","MG","DEPUTADO FEDERAL","35","PMB","26661"
"2014","1","MG","DEPUTADO FEDERAL","15","PMDB","891648"
"2002","1","MG","DEPUTADO FEDERAL","15","PMDB","1146547"
"1998","1","MG","DEPUTADO FEDERAL","15","PMDB","1196138"
"2006","1","MG","DEPUTADO FEDERAL","15","PMDB","1201484"
"2010","1","MG","DEPUTADO FEDERAL","15","PMDB","1067888"
"2010","1","MG","DEPUTADO FEDERAL","33","PMN","183811"
"1998","1","MG","DEPUTADO FEDERAL","33","PMN","102522"
"2014","1","MG","DEPUTADO FEDERAL","33","PMN","152518"
"2018","1","MG","DEPUTADO FEDERAL","33","PMN","56257"
"2002","1","MG","DEPUTADO FEDERAL","33","PMN","27941"
"2006","1","MG","DEPUTADO FEDERAL","33","PMN","159865"
"2018","1","MG","DEPUTADO FEDERAL","19","PODE","233631"
"2010","1","MG","DEPUTADO FEDERAL","11","PP","797270"
"2014","1","MG","DEPUTADO FEDERAL","11","PP","791551"
"2006","1","MG","DEPUTADO FEDERAL","11","PP","434705"
"2018","1","MG","DEPUTADO FEDERAL","11","PP","373119"
"1998","1","MG","DEPUTADO FEDERAL","11","PPB","618762"
"2002","1","MG","DEPUTADO FEDERAL","11","PPB","636387"
"2018","1","MG","DEPUTADO FEDERAL","54","PPL","17225"
"2014","1","MG","DEPUTADO FEDERAL","54","PPL","15855"
"2010","1","MG","DEPUTADO FEDERAL","23","PPS","445628"
"2014","1","MG","DEPUTADO FEDERAL","23","PPS","160587"
"1998","1","MG","DEPUTADO FEDERAL","23","PPS","68271"
"2006","1","MG","DEPUTADO FEDERAL","23","PPS","740238"
"2002","1","MG","DEPUTADO FEDERAL","23","PPS","436792"
"2018","1","MG","DEPUTADO FEDERAL","23","PPS","108242"
"2018","1","MG","DEPUTADO FEDERAL","22","PR","355184"
"2010","1","MG","DEPUTADO FEDERAL","22","PR","868202"
"2014","1","MG","DEPUTADO FEDERAL","22","PR","343798"
"2010","1","MG","DEPUTADO FEDERAL","10","PRB","101113"
"2014","1","MG","DEPUTADO FEDERAL","10","PRB","238508"
"2018","1","MG","DEPUTADO FEDERAL","10","PRB","354433"
"2006","1","MG","DEPUTADO FEDERAL","10","PRB","12122"
"1998","1","MG","DEPUTADO FEDERAL","36","PRN","5456"
"1998","1","MG","DEPUTADO FEDERAL","56","PRONA","16738"
"2006","1","MG","DEPUTADO FEDERAL","56","PRONA","42291"
"2018","1","MG","DEPUTADO FEDERAL","90","PROS","377757"
"2014","1","MG","DEPUTADO FEDERAL","90","PROS","78479"
"2010","1","MG","DEPUTADO FEDERAL","44","PRP","13519"
"2014","1","MG","DEPUTADO FEDERAL","44","PRP","77427"
"1998","1","MG","DEPUTADO FEDERAL","44","PRP","6499"
"2006","1","MG","DEPUTADO FEDERAL","44","PRP","47743"
"2018","1","MG","DEPUTADO FEDERAL","44","PRP","23003"
"2002","1","MG","DEPUTADO FEDERAL","44","PRP","17422"
"2014","1","MG","DEPUTADO FEDERAL","28","PRTB","5158"
"1998","1","MG","DEPUTADO FEDERAL","28","PRTB","2702"
"2018","1","MG","DEPUTADO FEDERAL","28","PRTB","116556"
"2006","1","MG","DEPUTADO FEDERAL","28","PRTB","38951"
"2010","1","MG","DEPUTADO FEDERAL","28","PRTB","51842"
"2002","1","MG","DEPUTADO FEDERAL","28","PRTB","92971"
"2014","1","MG","DEPUTADO FEDERAL","40","PSB","552555"
"2018","1","MG","DEPUTADO FEDERAL","40","PSB","335489"
"2006","1","MG","DEPUTADO FEDERAL","40","PSB","381083"
"1998","1","MG","DEPUTADO FEDERAL","40","PSB","59805"
"2010","1","MG","DEPUTADO FEDERAL","40","PSB","175585"
"2002","1","MG","DEPUTADO FEDERAL","40","PSB","327570"
"2014","1","MG","DEPUTADO FEDERAL","20","PSC","215109"
"2018","1","MG","DEPUTADO FEDERAL","20","PSC","202299"
"1998","1","MG","DEPUTADO FEDERAL","20","PSC","11194"
"2002","1","MG","DEPUTADO FEDERAL","20","PSC","19388"
"2010","1","MG","DEPUTADO FEDERAL","20","PSC","225043"
"2006","1","MG","DEPUTADO FEDERAL","20","PSC","160607"
"1998","1","MG","DEPUTADO FEDERAL","41","PSD","89601"
"2018","1","MG","DEPUTADO FEDERAL","55","PSD","457320"
"2002","1","MG","DEPUTADO FEDERAL","41","PSD","138645"
"2014","1","MG","DEPUTADO FEDERAL","55","PSD","621933"
"2018","1","MG","DEPUTADO FEDERAL","45","PSDB","769033"
"1998","1","MG","DEPUTADO FEDERAL","45","PSDB","1758528"
"2002","1","MG","DEPUTADO FEDERAL","45","PSDB","1419159"
"2014","1","MG","DEPUTADO FEDERAL","45","PSDB","1411965"
"2006","1","MG","DEPUTADO FEDERAL","45","PSDB","1447892"
"2010","1","MG","DEPUTADO FEDERAL","45","PSDB","1606882"
"2002","1","MG","DEPUTADO FEDERAL","27","PSDC","11178"
"2006","1","MG","DEPUTADO FEDERAL","27","PSDC","54901"
"2014","1","MG","DEPUTADO FEDERAL","27","PSDC","76019"
"2010","1","MG","DEPUTADO FEDERAL","27","PSDC","34678"
"2018","1","MG","DEPUTADO FEDERAL","17","PSL","1101567"
"1998","1","MG","DEPUTADO FEDERAL","17","PSL","3412"
"2002","1","MG","DEPUTADO FEDERAL","17","PSL","131379"
"2014","1","MG","DEPUTADO FEDERAL","17","PSL","84112"
"2010","1","MG","DEPUTADO FEDERAL","17","PSL","188413"
"1998","1","MG","DEPUTADO FEDERAL","31","PSN","18072"
"2010","1","MG","DEPUTADO FEDERAL","50","PSOL","36419"
"2006","1","MG","DEPUTADO FEDERAL","50","PSOL","48441"
"2014","1","MG","DEPUTADO FEDERAL","50","PSOL","66870"
"2018","1","MG","DEPUTADO FEDERAL","50","PSOL","243114"
"1998","1","MG","DEPUTADO FEDERAL","18","PST","115391"
"2002","1","MG","DEPUTADO FEDERAL","18","PST","288214"
"1998","1","MG","DEPUTADO FEDERAL","16","PSTU","9548"
"2010","1","MG","DEPUTADO FEDERAL","16","PSTU","8582"
"2018","1","MG","DEPUTADO FEDERAL","16","PSTU","5782"
"2002","1","MG","DEPUTADO FEDERAL","16","PSTU","17575"
"2014","1","MG","DEPUTADO FEDERAL","16","PSTU","18648"
"2006","1","MG","DEPUTADO FEDERAL","16","PSTU","12960"
"1998","1","MG","DEPUTADO FEDERAL","13","PT","828238"
"2014","1","MG","DEPUTADO FEDERAL","13","PT","1869638"
"2006","1","MG","DEPUTADO FEDERAL","13","PT","1619942"
"2018","1","MG","DEPUTADO FEDERAL","13","PT","1345160"
"2010","1","MG","DEPUTADO FEDERAL","13","PT","1820845"
"2002","1","MG","DEPUTADO FEDERAL","13","PT","2186203"
"1998","1","MG","DEPUTADO FEDERAL","70","PT do B","5040"
"2006","1","MG","DEPUTADO FEDERAL","70","PT do B","32163"
"2010","1","MG","DEPUTADO FEDERAL","70","PT do B","223764"
"2014","1","MG","DEPUTADO FEDERAL","70","PT do B","417622"
"2002","1","MG","DEPUTADO FEDERAL","70","PT do B","2454"
"2002","1","MG","DEPUTADO FEDERAL","14","PTB","377075"
"2014","1","MG","DEPUTADO FEDERAL","14","PTB","345317"
"2018","1","MG","DEPUTADO FEDERAL","14","PTB","148865"
"1998","1","MG","DEPUTADO FEDERAL","14","PTB","466072"
"2006","1","MG","DEPUTADO FEDERAL","14","PTB","200618"
"2010","1","MG","DEPUTADO FEDERAL","14","PTB","297868"
"2018","1","MG","DEPUTADO FEDERAL","36","PTC","52809"
"2002","1","MG","DEPUTADO FEDERAL","36","PTC","7153"
"2010","1","MG","DEPUTADO FEDERAL","36","PTC","188076"
"2006","1","MG","DEPUTADO FEDERAL","36","PTC","112861"
"2014","1","MG","DEPUTADO FEDERAL","36","PTC","82199"
"2010","1","MG","DEPUTADO FEDERAL","19","PTN","33104"
"2002","1","MG","DEPUTADO FEDERAL","19","PTN","11102"
"2006","1","MG","DEPUTADO FEDERAL","19","PTN","20644"
"2014","1","MG","DEPUTADO FEDERAL","19","PTN","120020"
"1998","1","MG","DEPUTADO FEDERAL","19","PTN","20919"
"2006","1","MG","DEPUTADO FEDERAL","43","PV","746945"
"2018","1","MG","DEPUTADO FEDERAL","43","PV","126374"
"2014","1","MG","DEPUTADO FEDERAL","43","PV","162031"
"1998","1","MG","DEPUTADO FEDERAL","43","PV","12187"
"2010","1","MG","DEPUTADO FEDERAL","43","PV","451949"
"2002","1","MG","DEPUTADO FEDERAL","43","PV","125199"
"2018","1","MG","DEPUTADO FEDERAL","18","REDE","41782"
"2014","1","MG","DEPUTADO FEDERAL","77","SD","213162"
"2018","1","MG","DEPUTADO FEDERAL","77","SOLIDARIEDADE","131080"
"2018","1","MS","DEPUTADO FEDERAL","70","AVANTE","607"
"2018","1","MS","DEPUTADO FEDERAL","27","DC","581"
"2018","1","MS","DEPUTADO FEDERAL","25","DEM","110130"
"2014","1","MS","DEPUTADO FEDERAL","25","DEM","68500"
"2010","1","MS","DEPUTADO FEDERAL","25","DEM","103354"
"2018","1","MS","DEPUTADO FEDERAL","15","MDB","97538"
"2018","1","MS","DEPUTADO FEDERAL","30","NOVO","19841"
"1998","1","MS","DEPUTADO FEDERAL","26","PAN","126"
"2006","1","MS","DEPUTADO FEDERAL","26","PAN","6146"
"2018","1","MS","DEPUTADO FEDERAL","51","PATRI","7270"
"2018","1","MS","DEPUTADO FEDERAL","65","PC do B","2705"
"1998","1","MS","DEPUTADO FEDERAL","65","PC do B","514"
"2002","1","MS","DEPUTADO FEDERAL","65","PC do B","146"
"2014","1","MS","DEPUTADO FEDERAL","65","PC do B","2376"
"2006","1","MS","DEPUTADO FEDERAL","65","PC do B","1944"
"2010","1","MS","DEPUTADO FEDERAL","65","PC do B","1374"
"2018","1","MS","DEPUTADO FEDERAL","29","PCO","52"
"2002","1","MS","DEPUTADO FEDERAL","29","PCO","438"
"2010","1","MS","DEPUTADO FEDERAL","12","PDT","33135"
"1998","1","MS","DEPUTADO FEDERAL","12","PDT","14251"
"2002","1","MS","DEPUTADO FEDERAL","12","PDT","80830"
"2014","1","MS","DEPUTADO FEDERAL","12","PDT","65677"
"2018","1","MS","DEPUTADO FEDERAL","12","PDT","81877"
"2006","1","MS","DEPUTADO FEDERAL","12","PDT","194806"
"2014","1","MS","DEPUTADO FEDERAL","51","PEN","944"
"2006","1","MS","DEPUTADO FEDERAL","25","PFL","38974"
"2002","1","MS","DEPUTADO FEDERAL","25","PFL","100856"
"1998","1","MS","DEPUTADO FEDERAL","25","PFL","127703"
"1998","1","MS","DEPUTADO FEDERAL","30","PGT","26"
"2002","1","MS","DEPUTADO FEDERAL","30","PGT","295"
"2002","1","MS","DEPUTADO FEDERAL","31","PHS","9997"
"2018","1","MS","DEPUTADO FEDERAL","31","PHS","16380"
"2006","1","MS","DEPUTADO FEDERAL","31","PHS","2702"
"2014","1","MS","DEPUTADO FEDERAL","31","PHS","8446"
"2010","1","MS","DEPUTADO FEDERAL","31","PHS","2924"
"1998","1","MS","DEPUTADO FEDERAL","22","PL","17939"
"2002","1","MS","DEPUTADO FEDERAL","22","PL","35135"
"2006","1","MS","DEPUTADO FEDERAL","22","PL","7167"
"2018","1","MS","DEPUTADO FEDERAL","35","PMB","661"
"2006","1","MS","DEPUTADO FEDERAL","15","PMDB","326573"
"2014","1","MS","DEPUTADO FEDERAL","15","PMDB","355077"
"2002","1","MS","DEPUTADO FEDERAL","15","PMDB","280290"
"2010","1","MS","DEPUTADO FEDERAL","15","PMDB","349572"
"1998","1","MS","DEPUTADO FEDERAL","15","PMDB","195461"
"2010","1","MS","DEPUTADO FEDERAL","33","PMN","9851"
"2002","1","MS","DEPUTADO FEDERAL","33","PMN","4629"
"2018","1","MS","DEPUTADO FEDERAL","33","PMN","2100"
"1998","1","MS","DEPUTADO FEDERAL","33","PMN","1481"
"2006","1","MS","DEPUTADO FEDERAL","33","PMN","15513"
"2014","1","MS","DEPUTADO FEDERAL","33","PMN","3093"
"2018","1","MS","DEPUTADO FEDERAL","19","PODE","9622"
"2014","1","MS","DEPUTADO FEDERAL","11","PP","22981"
"2010","1","MS","DEPUTADO FEDERAL","11","PP","57343"
"2018","1","MS","DEPUTADO FEDERAL","11","PP","51516"
"2006","1","MS","DEPUTADO FEDERAL","11","PP","60967"
"2002","1","MS","DEPUTADO FEDERAL","11","PPB","50137"
"1998","1","MS","DEPUTADO FEDERAL","11","PPB","79437"
"2014","1","MS","DEPUTADO FEDERAL","54","PPL","848"
"2018","1","MS","DEPUTADO FEDERAL","54","PPL","1723"
"1998","1","MS","DEPUTADO FEDERAL","23","PPS","13633"
"2006","1","MS","DEPUTADO FEDERAL","23","PPS","83104"
"2002","1","MS","DEPUTADO FEDERAL","23","PPS","61239"
"2014","1","MS","DEPUTADO FEDERAL","23","PPS","7293"
"2018","1","MS","DEPUTADO FEDERAL","23","PPS","4226"
"2010","1","MS","DEPUTADO FEDERAL","23","PPS","12333"
"2014","1","MS","DEPUTADO FEDERAL","22","PR","37589"
"2018","1","MS","DEPUTADO FEDERAL","22","PR","7718"
"2010","1","MS","DEPUTADO FEDERAL","22","PR","149980"
"2010","1","MS","DEPUTADO FEDERAL","10","PRB","23882"
"2018","1","MS","DEPUTADO FEDERAL","10","PRB","38595"
"2014","1","MS","DEPUTADO FEDERAL","10","PRB","36364"
"1998","1","MS","DEPUTADO FEDERAL","36","PRN","2587"
"2006","1","MS","DEPUTADO FEDERAL","56","PRONA","10504"
"1998","1","MS","DEPUTADO FEDERAL","56","PRONA","2443"
"2002","1","MS","DEPUTADO FEDERAL","56","PRONA","1116"
"2018","1","MS","DEPUTADO FEDERAL","90","PROS","30085"
"2014","1","MS","DEPUTADO FEDERAL","90","PROS","16671"
"2002","1","MS","DEPUTADO FEDERAL","44","PRP","3160"
"2018","1","MS","DEPUTADO FEDERAL","44","PRP","6324"
"1998","1","MS","DEPUTADO FEDERAL","44","PRP","1149"
"2010","1","MS","DEPUTADO FEDERAL","44","PRP","1694"
"2014","1","MS","DEPUTADO FEDERAL","44","PRP","10051"
"2006","1","MS","DEPUTADO FEDERAL","44","PRP","1167"
"1998","1","MS","DEPUTADO FEDERAL","28","PRTB","121"
"2006","1","MS","DEPUTADO FEDERAL","28","PRTB","1697"
"2014","1","MS","DEPUTADO FEDERAL","28","PRTB","796"
"2010","1","MS","DEPUTADO FEDERAL","28","PRTB","146"
"2018","1","MS","DEPUTADO FEDERAL","28","PRTB","530"
"2002","1","MS","DEPUTADO FEDERAL","28","PRTB","216"
"2002","1","MS","DEPUTADO FEDERAL","40","PSB","6629"
"2010","1","MS","DEPUTADO FEDERAL","40","PSB","43188"
"2014","1","MS","DEPUTADO FEDERAL","40","PSB","83995"
"2018","1","MS","DEPUTADO FEDERAL","40","PSB","37978"
"2006","1","MS","DEPUTADO FEDERAL","40","PSB","18863"
"1998","1","MS","DEPUTADO FEDERAL","40","PSB","2731"
"2006","1","MS","DEPUTADO FEDERAL","20","PSC","15141"
"2014","1","MS","DEPUTADO FEDERAL","20","PSC","12494"
"2002","1","MS","DEPUTADO FEDERAL","20","PSC","187"
"2010","1","MS","DEPUTADO FEDERAL","20","PSC","6967"
"1998","1","MS","DEPUTADO FEDERAL","20","PSC","406"
"2018","1","MS","DEPUTADO FEDERAL","20","PSC","7191"
"2014","1","MS","DEPUTADO FEDERAL","55","PSD","42153"
