"ANO_ELEICAO","NUM_TURNO","UF","DESCRICAO_CARGO","NUMERO_PARTIDO","SIGLA_PARTIDO","QTDE_VOTOS"
"2002","1","DF","DEPUTADO FEDERAL","45","PSDB","19474"
"2010","1","DF","DEPUTADO FEDERAL","45","PSDB","38667"
"2018","1","DF","DEPUTADO FEDERAL","45","PSDB","25381"
"1998","1","DF","DEPUTADO FEDERAL","45","PSDB","85406"
"2014","1","DF","DEPUTADO FEDERAL","45","PSDB","166039"
"2006","1","DF","DEPUTADO FEDERAL","27","PSDC","2059"
"1998","1","DF","DEPUTADO FEDERAL","27","PSDC","2168"
"2002","1","DF","DEPUTADO FEDERAL","27","PSDC","994"
"2010","1","DF","DEPUTADO FEDERAL","27","PSDC","1404"
"2014","1","DF","DEPUTADO FEDERAL","27","PSDC","4052"
"1998","1","DF","DEPUTADO FEDERAL","17","PSL","1903"
"2010","1","DF","DEPUTADO FEDERAL","17","PSL","2746"
"2018","1","DF","DEPUTADO FEDERAL","17","PSL","46167"
"2014","1","DF","DEPUTADO FEDERAL","17","PSL","1043"
"2006","1","DF","DEPUTADO FEDERAL","17","PSL","7683"
"1998","1","DF","DEPUTADO FEDERAL","31","PSN","1404"
"2018","1","DF","DEPUTADO FEDERAL","50","PSOL","36981"
"2006","1","DF","DEPUTADO FEDERAL","50","PSOL","53462"
"2010","1","DF","DEPUTADO FEDERAL","50","PSOL","12291"
"2014","1","DF","DEPUTADO FEDERAL","50","PSOL","19853"
"1998","1","DF","DEPUTADO FEDERAL","18","PST","748"
"2018","1","DF","DEPUTADO FEDERAL","16","PSTU","880"
"2010","1","DF","DEPUTADO FEDERAL","16","PSTU","1354"
"2002","1","DF","DEPUTADO FEDERAL","16","PSTU","2537"
"1998","1","DF","DEPUTADO FEDERAL","16","PSTU","1358"
"2006","1","DF","DEPUTADO FEDERAL","16","PSTU","420"
"2014","1","DF","DEPUTADO FEDERAL","16","PSTU","4735"
"1998","1","DF","DEPUTADO FEDERAL","13","PT","226460"
"2010","1","DF","DEPUTADO FEDERAL","13","PT","374806"
"2002","1","DF","DEPUTADO FEDERAL","13","PT","325049"
"2006","1","DF","DEPUTADO FEDERAL","13","PT","220285"
"2018","1","DF","DEPUTADO FEDERAL","13","PT","130186"
"2014","1","DF","DEPUTADO FEDERAL","13","PT","206728"
"1998","1","DF","DEPUTADO FEDERAL","70","PT do B","796"
"2014","1","DF","DEPUTADO FEDERAL","70","PT do B","568"
"2010","1","DF","DEPUTADO FEDERAL","70","PT do B","1174"
"2006","1","DF","DEPUTADO FEDERAL","70","PT do B","909"
"2002","1","DF","DEPUTADO FEDERAL","70","PT do B","195"
"1998","1","DF","DEPUTADO FEDERAL","14","PTB","6209"
"2006","1","DF","DEPUTADO FEDERAL","14","PTB","81575"
"2014","1","DF","DEPUTADO FEDERAL","14","PTB","24852"
"2018","1","DF","DEPUTADO FEDERAL","14","PTB","22794"
"2002","1","DF","DEPUTADO FEDERAL","14","PTB","9163"
"2010","1","DF","DEPUTADO FEDERAL","14","PTB","64904"
"2002","1","DF","DEPUTADO FEDERAL","36","PTC","218"
"2010","1","DF","DEPUTADO FEDERAL","36","PTC","2198"
"2018","1","DF","DEPUTADO FEDERAL","36","PTC","29404"
"2006","1","DF","DEPUTADO FEDERAL","36","PTC","426"
"2014","1","DF","DEPUTADO FEDERAL","36","PTC","4888"
"2014","1","DF","DEPUTADO FEDERAL","19","PTN","803"
"2002","1","DF","DEPUTADO FEDERAL","19","PTN","363"
"2006","1","DF","DEPUTADO FEDERAL","19","PTN","255"
"2010","1","DF","DEPUTADO FEDERAL","19","PTN","778"
"1998","1","DF","DEPUTADO FEDERAL","19","PTN","1103"
"2006","1","DF","DEPUTADO FEDERAL","43","PV","8619"
"2014","1","DF","DEPUTADO FEDERAL","43","PV","17204"
"2018","1","DF","DEPUTADO FEDERAL","43","PV","71165"
"2010","1","DF","DEPUTADO FEDERAL","43","PV","41491"
"1998","1","DF","DEPUTADO FEDERAL","43","PV","1007"
"2002","1","DF","DEPUTADO FEDERAL","43","PV","252"
"2018","1","DF","DEPUTADO FEDERAL","18","REDE","26059"
"2014","1","DF","DEPUTADO FEDERAL","77","SD","39988"
"2018","1","DF","DEPUTADO FEDERAL","77","SOLIDARIEDADE","25665"
"2018","1","ES","DEPUTADO FEDERAL","70","AVANTE","31343"
"2018","1","ES","DEPUTADO FEDERAL","27","DC","7597"
"2010","1","ES","DEPUTADO FEDERAL","25","DEM","8405"
"2018","1","ES","DEPUTADO FEDERAL","25","DEM","61165"
"2014","1","ES","DEPUTADO FEDERAL","25","DEM","158433"
"2018","1","ES","DEPUTADO FEDERAL","15","MDB","66015"
"2018","1","ES","DEPUTADO FEDERAL","30","NOVO","33808"
"1998","1","ES","DEPUTADO FEDERAL","26","PAN","411"
"2006","1","ES","DEPUTADO FEDERAL","26","PAN","26551"
"2002","1","ES","DEPUTADO FEDERAL","26","PAN","2567"
"2018","1","ES","DEPUTADO FEDERAL","51","PATRI","3214"
"2014","1","ES","DEPUTADO FEDERAL","65","PC do B","2268"
"2006","1","ES","DEPUTADO FEDERAL","65","PC do B","9420"
"2002","1","ES","DEPUTADO FEDERAL","65","PC do B","16216"
"2018","1","ES","DEPUTADO FEDERAL","65","PC do B","41124"
"2010","1","ES","DEPUTADO FEDERAL","65","PC do B","4217"
"1998","1","ES","DEPUTADO FEDERAL","65","PC do B","2070"
"2018","1","ES","DEPUTADO FEDERAL","21","PCB","585"
"2014","1","ES","DEPUTADO FEDERAL","21","PCB","1109"
"2006","1","ES","DEPUTADO FEDERAL","29","PCO","934"
"2002","1","ES","DEPUTADO FEDERAL","29","PCO","809"
"2006","1","ES","DEPUTADO FEDERAL","12","PDT","278450"
"2010","1","ES","DEPUTADO FEDERAL","12","PDT","321211"
"2014","1","ES","DEPUTADO FEDERAL","12","PDT","209979"
"2018","1","ES","DEPUTADO FEDERAL","12","PDT","92026"
"1998","1","ES","DEPUTADO FEDERAL","12","PDT","35353"
"2002","1","ES","DEPUTADO FEDERAL","12","PDT","186689"
"2014","1","ES","DEPUTADO FEDERAL","51","PEN","5207"
"1998","1","ES","DEPUTADO FEDERAL","25","PFL","141946"
"2006","1","ES","DEPUTADO FEDERAL","25","PFL","10811"
"2002","1","ES","DEPUTADO FEDERAL","25","PFL","135564"
"2002","1","ES","DEPUTADO FEDERAL","30","PGT","4679"
"2010","1","ES","DEPUTADO FEDERAL","31","PHS","11283"
"2006","1","ES","DEPUTADO FEDERAL","31","PHS","7604"
"2018","1","ES","DEPUTADO FEDERAL","31","PHS","27279"
"2002","1","ES","DEPUTADO FEDERAL","31","PHS","771"
"2014","1","ES","DEPUTADO FEDERAL","31","PHS","16982"
"2002","1","ES","DEPUTADO FEDERAL","22","PL","50485"
"2006","1","ES","DEPUTADO FEDERAL","22","PL","93006"
"1998","1","ES","DEPUTADO FEDERAL","22","PL","29087"
"2018","1","ES","DEPUTADO FEDERAL","35","PMB","2936"
"2010","1","ES","DEPUTADO FEDERAL","15","PMDB","309306"
"1998","1","ES","DEPUTADO FEDERAL","15","PMDB","269629"
"2014","1","ES","DEPUTADO FEDERAL","15","PMDB","186461"
"2002","1","ES","DEPUTADO FEDERAL","15","PMDB","222245"
"2006","1","ES","DEPUTADO FEDERAL","15","PMDB","487533"
"2014","1","ES","DEPUTADO FEDERAL","33","PMN","1650"
"2002","1","ES","DEPUTADO FEDERAL","33","PMN","39513"
"2010","1","ES","DEPUTADO FEDERAL","33","PMN","12849"
"1998","1","ES","DEPUTADO FEDERAL","33","PMN","5028"
"2006","1","ES","DEPUTADO FEDERAL","33","PMN","34686"
"2018","1","ES","DEPUTADO FEDERAL","33","PMN","1866"
"2018","1","ES","DEPUTADO FEDERAL","19","PODE","13418"
"2006","1","ES","DEPUTADO FEDERAL","11","PP","89396"
"2010","1","ES","DEPUTADO FEDERAL","11","PP","65097"
"2018","1","ES","DEPUTADO FEDERAL","11","PP","154426"
"2014","1","ES","DEPUTADO FEDERAL","11","PP","61564"
"2002","1","ES","DEPUTADO FEDERAL","11","PPB","197237"
"1998","1","ES","DEPUTADO FEDERAL","11","PPB","59445"
"2014","1","ES","DEPUTADO FEDERAL","54","PPL","1393"
"2018","1","ES","DEPUTADO FEDERAL","54","PPL","7817"
"2010","1","ES","DEPUTADO FEDERAL","23","PPS","55243"
"2002","1","ES","DEPUTADO FEDERAL","23","PPS","8900"
"2006","1","ES","DEPUTADO FEDERAL","23","PPS","29955"
"2018","1","ES","DEPUTADO FEDERAL","23","PPS","116265"
"1998","1","ES","DEPUTADO FEDERAL","23","PPS","17403"
"2014","1","ES","DEPUTADO FEDERAL","23","PPS","29124"
"2014","1","ES","DEPUTADO FEDERAL","22","PR","40560"
"2018","1","ES","DEPUTADO FEDERAL","22","PR","100246"
"2010","1","ES","DEPUTADO FEDERAL","22","PR","136724"
"2018","1","ES","DEPUTADO FEDERAL","10","PRB","238966"
"2006","1","ES","DEPUTADO FEDERAL","10","PRB","1232"
"2014","1","ES","DEPUTADO FEDERAL","10","PRB","83050"
"2010","1","ES","DEPUTADO FEDERAL","10","PRB","11221"
"1998","1","ES","DEPUTADO FEDERAL","36","PRN","670"
"2002","1","ES","DEPUTADO FEDERAL","56","PRONA","933"
"1998","1","ES","DEPUTADO FEDERAL","56","PRONA","1531"
"2018","1","ES","DEPUTADO FEDERAL","90","PROS","30047"
"2014","1","ES","DEPUTADO FEDERAL","90","PROS","70668"
"2010","1","ES","DEPUTADO FEDERAL","44","PRP","2552"
"2018","1","ES","DEPUTADO FEDERAL","44","PRP","11217"
"2014","1","ES","DEPUTADO FEDERAL","44","PRP","47839"
"2002","1","ES","DEPUTADO FEDERAL","44","PRP","2013"
"1998","1","ES","DEPUTADO FEDERAL","44","PRP","1004"
"2002","1","ES","DEPUTADO FEDERAL","28","PRTB","3155"
"2006","1","ES","DEPUTADO FEDERAL","28","PRTB","819"
"2018","1","ES","DEPUTADO FEDERAL","28","PRTB","3176"
"2010","1","ES","DEPUTADO FEDERAL","28","PRTB","866"
"2014","1","ES","DEPUTADO FEDERAL","28","PRTB","2774"
"1998","1","ES","DEPUTADO FEDERAL","40","PSB","47961"
"2014","1","ES","DEPUTADO FEDERAL","40","PSB","267008"
"2006","1","ES","DEPUTADO FEDERAL","40","PSB","153937"
"2002","1","ES","DEPUTADO FEDERAL","40","PSB","129536"
"2018","1","ES","DEPUTADO FEDERAL","40","PSB","254203"
"2010","1","ES","DEPUTADO FEDERAL","40","PSB","396397"
"2006","1","ES","DEPUTADO FEDERAL","20","PSC","42460"
"2010","1","ES","DEPUTADO FEDERAL","20","PSC","99211"
"2002","1","ES","DEPUTADO FEDERAL","20","PSC","65731"
"1998","1","ES","DEPUTADO FEDERAL","20","PSC","20442"
"2018","1","ES","DEPUTADO FEDERAL","20","PSC","28477"
"2014","1","ES","DEPUTADO FEDERAL","20","PSC","5934"
"2002","1","ES","DEPUTADO FEDERAL","41","PSD","1113"
"2014","1","ES","DEPUTADO FEDERAL","55","PSD","15187"
"2018","1","ES","DEPUTADO FEDERAL","55","PSD","56731"
"1998","1","ES","DEPUTADO FEDERAL","41","PSD","2312"
"1998","1","ES","DEPUTADO FEDERAL","45","PSDB","298737"
"2006","1","ES","DEPUTADO FEDERAL","45","PSDB","213986"
"2002","1","ES","DEPUTADO FEDERAL","45","PSDB","230950"
"2010","1","ES","DEPUTADO FEDERAL","45","PSDB","106865"
"2018","1","ES","DEPUTADO FEDERAL","45","PSDB","45204"
"2014","1","ES","DEPUTADO FEDERAL","45","PSDB","205066"
"1998","1","ES","DEPUTADO FEDERAL","27","PSDC","52"
"2006","1","ES","DEPUTADO FEDERAL","27","PSDC","220"
"2014","1","ES","DEPUTADO FEDERAL","27","PSDC","3183"
"2002","1","ES","DEPUTADO FEDERAL","27","PSDC","156"
"2010","1","ES","DEPUTADO FEDERAL","17","PSL","1228"
"2014","1","ES","DEPUTADO FEDERAL","17","PSL","3518"
"2018","1","ES","DEPUTADO FEDERAL","17","PSL","166811"
"2006","1","ES","DEPUTADO FEDERAL","17","PSL","1652"
"2002","1","ES","DEPUTADO FEDERAL","17","PSL","3571"
"1998","1","ES","DEPUTADO FEDERAL","17","PSL","191"
"1998","1","ES","DEPUTADO FEDERAL","31","PSN","14061"
"2010","1","ES","DEPUTADO FEDERAL","50","PSOL","9980"
"2006","1","ES","DEPUTADO FEDERAL","50","PSOL","17958"
"2014","1","ES","DEPUTADO FEDERAL","50","PSOL","10889"
"2018","1","ES","DEPUTADO FEDERAL","50","PSOL","14776"
"1998","1","ES","DEPUTADO FEDERAL","18","PST","414"
"2002","1","ES","DEPUTADO FEDERAL","18","PST","1037"
"2014","1","ES","DEPUTADO FEDERAL","16","PSTU","522"
"2006","1","ES","DEPUTADO FEDERAL","16","PSTU","503"
"2010","1","ES","DEPUTADO FEDERAL","13","PT","164128"
"2018","1","ES","DEPUTADO FEDERAL","13","PT","141157"
"2014","1","ES","DEPUTADO FEDERAL","13","PT","220112"
"2002","1","ES","DEPUTADO FEDERAL","13","PT","181075"
"2006","1","ES","DEPUTADO FEDERAL","13","PT","137210"
"1998","1","ES","DEPUTADO FEDERAL","13","PT","87555"
"2010","1","ES","DEPUTADO FEDERAL","70","PT do B","477"
"2006","1","ES","DEPUTADO FEDERAL","70","PT do B","1945"
"2014","1","ES","DEPUTADO FEDERAL","70","PT do B","4530"
"1998","1","ES","DEPUTADO FEDERAL","70","PT do B","244"
"2002","1","ES","DEPUTADO FEDERAL","70","PT do B","210"
"2006","1","ES","DEPUTADO FEDERAL","14","PTB","106760"
"2014","1","ES","DEPUTADO FEDERAL","14","PTB","32255"
"2002","1","ES","DEPUTADO FEDERAL","14","PTB","158355"
"1998","1","ES","DEPUTADO FEDERAL","14","PTB","174308"
"2018","1","ES","DEPUTADO FEDERAL","14","PTB","57964"
"2010","1","ES","DEPUTADO FEDERAL","14","PTB","113805"
"2002","1","ES","DEPUTADO FEDERAL","36","PTC","1873"
"2014","1","ES","DEPUTADO FEDERAL","36","PTC","6819"
"2018","1","ES","DEPUTADO FEDERAL","36","PTC","2863"
"2006","1","ES","DEPUTADO FEDERAL","36","PTC","14244"
"2010","1","ES","DEPUTADO FEDERAL","36","PTC","1582"
"2010","1","ES","DEPUTADO FEDERAL","19","PTN","458"
"1998","1","ES","DEPUTADO FEDERAL","19","PTN","540"
"2006","1","ES","DEPUTADO FEDERAL","19","PTN","1073"
"2014","1","ES","DEPUTADO FEDERAL","19","PTN","1273"
"2002","1","ES","DEPUTADO FEDERAL","19","PTN","1710"
"2002","1","ES","DEPUTADO FEDERAL","43","PV","6033"
"2018","1","ES","DEPUTADO FEDERAL","43","PV","23244"
"2014","1","ES","DEPUTADO FEDERAL","43","PV","89644"
"1998","1","ES","DEPUTADO FEDERAL","43","PV","936"
"2006","1","ES","DEPUTADO FEDERAL","43","PV","7900"
"2010","1","ES","DEPUTADO FEDERAL","43","PV","53290"
"2018","1","ES","DEPUTADO FEDERAL","18","REDE","54623"
"2014","1","ES","DEPUTADO FEDERAL","77","SD","70930"
"2018","1","ES","DEPUTADO FEDERAL","77","SOLIDARIEDADE","45859"
"2018","1","GO","DEPUTADO FEDERAL","70","AVANTE","14679"
"2018","1","GO","DEPUTADO FEDERAL","27","DC","22049"
"2018","1","GO","DEPUTADO FEDERAL","25","DEM","307519"
"2010","1","GO","DEPUTADO FEDERAL","25","DEM","378452"
"2014","1","GO","DEPUTADO FEDERAL","25","DEM","28889"
"2018","1","GO","DEPUTADO FEDERAL","15","MDB","139669"
"2018","1","GO","DEPUTADO FEDERAL","30","NOVO","41737"
"2006","1","GO","DEPUTADO FEDERAL","26","PAN","3642"
"2002","1","GO","DEPUTADO FEDERAL","26","PAN","2020"
"1998","1","GO","DEPUTADO FEDERAL","26","PAN","1084"
"2018","1","GO","DEPUTADO FEDERAL","51","PATRI","11842"
"2010","1","GO","DEPUTADO FEDERAL","65","PC do B","37013"
"2006","1","GO","DEPUTADO FEDERAL","65","PC do B","32076"
"2018","1","GO","DEPUTADO FEDERAL","65","PC do B","26291"
"2002","1","GO","DEPUTADO FEDERAL","65","PC do B","71411"
"2014","1","GO","DEPUTADO FEDERAL","65","PC do B","35594"
"1998","1","GO","DEPUTADO FEDERAL","65","PC do B","39184"
"2002","1","GO","DEPUTADO FEDERAL","21","PCB","2825"
"2006","1","GO","DEPUTADO FEDERAL","21","PCB","1031"
"2018","1","GO","DEPUTADO FEDERAL","21","PCB","2937"
"2018","1","GO","DEPUTADO FEDERAL","29","PCO","558"
"2002","1","GO","DEPUTADO FEDERAL","29","PCO","202"
"1998","1","GO","DEPUTADO FEDERAL","12","PDT","38472"
"2006","1","GO","DEPUTADO FEDERAL","12","PDT","42621"
"2002","1","GO","DEPUTADO FEDERAL","12","PDT","45118"
"2010","1","GO","DEPUTADO FEDERAL","12","PDT","201550"
"2018","1","GO","DEPUTADO FEDERAL","12","PDT","188852"
"2014","1","GO","DEPUTADO FEDERAL","12","PDT","171024"
"2002","1","GO","DEPUTADO FEDERAL","25","PFL","350221"
"2006","1","GO","DEPUTADO FEDERAL","25","PFL","237993"
"1998","1","GO","DEPUTADO FEDERAL","25","PFL","154166"
"2002","1","GO","DEPUTADO FEDERAL","30","PGT","2364"
"2006","1","GO","DEPUTADO FEDERAL","31","PHS","5008"
"2010","1","GO","DEPUTADO FEDERAL","31","PHS","62883"
"2018","1","GO","DEPUTADO FEDERAL","31","PHS","29905"
"2006","1","GO","DEPUTADO FEDERAL","22","PL","237953"
"1998","1","GO","DEPUTADO FEDERAL","22","PL","179656"
"2002","1","GO","DEPUTADO FEDERAL","22","PL","10752"
"2018","1","GO","DEPUTADO FEDERAL","35","PMB","2670"
"2010","1","GO","DEPUTADO FEDERAL","15","PMDB","556117"
"1998","1","GO","DEPUTADO FEDERAL","15","PMDB","847471"
"2006","1","GO","DEPUTADO FEDERAL","15","PMDB","763429"
"2002","1","GO","DEPUTADO FEDERAL","15","PMDB","566571"
"2014","1","GO","DEPUTADO FEDERAL","15","PMDB","416210"
"2018","1","GO","DEPUTADO FEDERAL","33","PMN","13970"
"2006","1","GO","DEPUTADO FEDERAL","33","PMN","2924"
"2010","1","GO","DEPUTADO FEDERAL","33","PMN","107037"
"2002","1","GO","DEPUTADO FEDERAL","33","PMN","1268"
"2018","1","GO","DEPUTADO FEDERAL","19","PODE","113207"
"2010","1","GO","DEPUTADO FEDERAL","11","PP","270300"
"2018","1","GO","DEPUTADO FEDERAL","11","PP","260130"
"2014","1","GO","DEPUTADO FEDERAL","11","PP","170588"
"2006","1","GO","DEPUTADO FEDERAL","11","PP","328069"
"1998","1","GO","DEPUTADO FEDERAL","11","PPB","76966"
"2002","1","GO","DEPUTADO FEDERAL","11","PPB","374890"
"2014","1","GO","DEPUTADO FEDERAL","54","PPL","2613"
"2002","1","GO","DEPUTADO FEDERAL","23","PPS","20118"
"1998","1","GO","DEPUTADO FEDERAL","23","PPS","5746"
"2010","1","GO","DEPUTADO FEDERAL","23","PPS","4911"
"2018","1","GO","DEPUTADO FEDERAL","23","PPS","54344"
"2014","1","GO","DEPUTADO FEDERAL","23","PPS","94843"
"2006","1","GO","DEPUTADO FEDERAL","23","PPS","14562"
"2010","1","GO","DEPUTADO FEDERAL","22","PR","159962"
"2014","1","GO","DEPUTADO FEDERAL","22","PR","122335"
"2018","1","GO","DEPUTADO FEDERAL","22","PR","93269"
"2014","1","GO","DEPUTADO FEDERAL","10","PRB","63516"
"2018","1","GO","DEPUTADO FEDERAL","10","PRB","112771"
"2010","1","GO","DEPUTADO FEDERAL","10","PRB","54069"
"2006","1","GO","DEPUTADO FEDERAL","56","PRONA","5877"
"1998","1","GO","DEPUTADO FEDERAL","56","PRONA","5505"
"2014","1","GO","DEPUTADO FEDERAL","90","PROS","74601"
"2018","1","GO","DEPUTADO FEDERAL","90","PROS","45180"
"2014","1","GO","DEPUTADO FEDERAL","44","PRP","110254"
"2002","1","GO","DEPUTADO FEDERAL","44","PRP","20378"
"2010","1","GO","DEPUTADO FEDERAL","44","PRP","4187"
"2018","1","GO","DEPUTADO FEDERAL","44","PRP","78782"
"2006","1","GO","DEPUTADO FEDERAL","44","PRP","4509"
"2014","1","GO","DEPUTADO FEDERAL","28","PRTB","5388"
"1998","1","GO","DEPUTADO FEDERAL","28","PRTB","605"
"2010","1","GO","DEPUTADO FEDERAL","28","PRTB","11980"
"2006","1","GO","DEPUTADO FEDERAL","28","PRTB","463"
"2018","1","GO","DEPUTADO FEDERAL","28","PRTB","51561"
"2018","1","GO","DEPUTADO FEDERAL","40","PSB","79475"
"2006","1","GO","DEPUTADO FEDERAL","40","PSB","56698"
"2014","1","GO","DEPUTADO FEDERAL","40","PSB","34113"
"1998","1","GO","DEPUTADO FEDERAL","40","PSB","6928"
"2002","1","GO","DEPUTADO FEDERAL","40","PSB","15932"
"2010","1","GO","DEPUTADO FEDERAL","40","PSB","1558"
"2006","1","GO","DEPUTADO FEDERAL","20","PSC","55165"
"2010","1","GO","DEPUTADO FEDERAL","20","PSC","10758"
"2014","1","GO","DEPUTADO FEDERAL","20","PSC","18314"
"2002","1","GO","DEPUTADO FEDERAL","20","PSC","56929"
"2018","1","GO","DEPUTADO FEDERAL","20","PSC","117932"
"1998","1","GO","DEPUTADO FEDERAL","20","PSC","1574"
"2018","1","GO","DEPUTADO FEDERAL","55","PSD","122075"
"2014","1","GO","DEPUTADO FEDERAL","55","PSD","265622"
"1998","1","GO","DEPUTADO FEDERAL","41","PSD","90134"
"1998","1","GO","DEPUTADO FEDERAL","45","PSDB","235530"
"2010","1","GO","DEPUTADO FEDERAL","45","PSDB","557580"
"2002","1","GO","DEPUTADO FEDERAL","45","PSDB","729321"
"2006","1","GO","DEPUTADO FEDERAL","45","PSDB","569137"
"2018","1","GO","DEPUTADO FEDERAL","45","PSDB","301473"
"2014","1","GO","DEPUTADO FEDERAL","45","PSDB","925004"
"2010","1","GO","DEPUTADO FEDERAL","27","PSDC","209"
"2014","1","GO","DEPUTADO FEDERAL","27","PSDC","3434"
"2002","1","GO","DEPUTADO FEDERAL","27","PSDC","1457"
"2006","1","GO","DEPUTADO FEDERAL","27","PSDC","2407"
"1998","1","GO","DEPUTADO FEDERAL","27","PSDC","286"
"2010","1","GO","DEPUTADO FEDERAL","17","PSL","25066"
"2018","1","GO","DEPUTADO FEDERAL","17","PSL","358155"
"2018","1","GO","DEPUTADO FEDERAL","50","PSOL","23085"
"2010","1","GO","DEPUTADO FEDERAL","50","PSOL","6209"
"2006","1","GO","DEPUTADO FEDERAL","50","PSOL","30219"
"2014","1","GO","DEPUTADO FEDERAL","50","PSOL","5847"
"1998","1","GO","DEPUTADO FEDERAL","18","PST","6692"
"2002","1","GO","DEPUTADO FEDERAL","18","PST","24807"
"2006","1","GO","DEPUTADO FEDERAL","16","PSTU","1949"
"2002","1","GO","DEPUTADO FEDERAL","16","PSTU","3045"
"1998","1","GO","DEPUTADO FEDERAL","16","PSTU","3499"
"2014","1","GO","DEPUTADO FEDERAL","16","PSTU","2104"
"2010","1","GO","DEPUTADO FEDERAL","16","PSTU","1941"
"2018","1","GO","DEPUTADO FEDERAL","13","PT","141962"
"1998","1","GO","DEPUTADO FEDERAL","13","PT","106108"
"2014","1","GO","DEPUTADO FEDERAL","13","PT","280901"
"2002","1","GO","DEPUTADO FEDERAL","13","PT","268184"
"2010","1","GO","DEPUTADO FEDERAL","13","PT","294361"
"2006","1","GO","DEPUTADO FEDERAL","13","PT","225511"
"2006","1","GO","DEPUTADO FEDERAL","70","PT do B","2733"
"2010","1","GO","DEPUTADO FEDERAL","70","PT do B","1821"
"2002","1","GO","DEPUTADO FEDERAL","70","PT do B","12537"
"2018","1","GO","DEPUTADO FEDERAL","14","PTB","98050"
"1998","1","GO","DEPUTADO FEDERAL","14","PTB","52567"
"2002","1","GO","DEPUTADO FEDERAL","14","PTB","29307"
"2014","1","GO","DEPUTADO FEDERAL","14","PTB","125167"
"2006","1","GO","DEPUTADO FEDERAL","14","PTB","203418"
"2010","1","GO","DEPUTADO FEDERAL","14","PTB","220500"
"2002","1","GO","DEPUTADO FEDERAL","36","PTC","1871"
"2006","1","GO","DEPUTADO FEDERAL","36","PTC","11335"
"2010","1","GO","DEPUTADO FEDERAL","36","PTC","8221"
"2018","1","GO","DEPUTADO FEDERAL","36","PTC","75511"
"2002","1","GO","DEPUTADO FEDERAL","19","PTN","1896"
"2014","1","GO","DEPUTADO FEDERAL","19","PTN","1243"
"2010","1","GO","DEPUTADO FEDERAL","19","PTN","1604"
"2006","1","GO","DEPUTADO FEDERAL","19","PTN","1186"
"2006","1","GO","DEPUTADO FEDERAL","43","PV","11595"
"2018","1","GO","DEPUTADO FEDERAL","43","PV","9615"
"2010","1","GO","DEPUTADO FEDERAL","43","PV","14162"
"2002","1","GO","DEPUTADO FEDERAL","43","PV","1951"
"1998","1","GO","DEPUTADO FEDERAL","43","PV","2360"
"2018","1","GO","DEPUTADO FEDERAL","18","REDE","15155"
"2014","1","GO","DEPUTADO FEDERAL","77","SD","80387"
"2018","1","GO","DEPUTADO FEDERAL","77","SOLIDARIEDADE","83443"
"2018","1","MA","DEPUTADO FEDERAL","70","AVANTE","57161"
"2018","1","MA","DEPUTADO FEDERAL","27","DC","4724"
"2018","1","MA","DEPUTADO FEDERAL","25","DEM","119385"
"2010","1","MA","DEPUTADO FEDERAL","25","DEM","115120"
"2014","1","MA","DEPUTADO FEDERAL","25","DEM","7611"
"2018","1","MA","DEPUTADO FEDERAL","15","MDB","227234"
"2006","1","MA","DEPUTADO FEDERAL","26","PAN","89484"
"2002","1","MA","DEPUTADO FEDERAL","26","PAN","43093"
"2018","1","MA","DEPUTADO FEDERAL","51","PATRI","91191"
"2002","1","MA","DEPUTADO FEDERAL","65","PC do B","4780"
"2014","1","MA","DEPUTADO FEDERAL","65","PC do B","210574"
"1998","1","MA","DEPUTADO FEDERAL","65","PC do B","3993"
"2010","1","MA","DEPUTADO FEDERAL","65","PC do B","62552"
"2006","1","MA","DEPUTADO FEDERAL","65","PC do B","128418"
"2018","1","MA","DEPUTADO FEDERAL","65","PC do B","267743"
"2014","1","MA","DEPUTADO FEDERAL","21","PCB","3637"
"2018","1","MA","DEPUTADO FEDERAL","21","PCB","3674"
"2010","1","MA","DEPUTADO FEDERAL","21","PCB","6537"
"1998","1","MA","DEPUTADO FEDERAL","21","PCB","2025"
"2014","1","MA","DEPUTADO FEDERAL","12","PDT","283402"
"2002","1","MA","DEPUTADO FEDERAL","12","PDT","266405"
"2010","1","MA","DEPUTADO FEDERAL","12","PDT","160871"
"2018","1","MA","DEPUTADO FEDERAL","12","PDT","211741"
"1998","1","MA","DEPUTADO FEDERAL","12","PDT","107066"
"2006","1","MA","DEPUTADO FEDERAL","12","PDT","318895"
"2014","1","MA","DEPUTADO FEDERAL","51","PEN","134057"
"2006","1","MA","DEPUTADO FEDERAL","25","PFL","225071"
"1998","1","MA","DEPUTADO FEDERAL","25","PFL","459116"
"2002","1","MA","DEPUTADO FEDERAL","25","PFL","739806"
"2002","1","MA","DEPUTADO FEDERAL","30","PGT","8266"
"2006","1","MA","DEPUTADO FEDERAL","31","PHS","17648"
"2002","1","MA","DEPUTADO FEDERAL","31","PHS","7251"
"2018","1","MA","DEPUTADO FEDERAL","31","PHS","84862"
"2010","1","MA","DEPUTADO FEDERAL","31","PHS","14716"
"2014","1","MA","DEPUTADO FEDERAL","31","PHS","15424"
"1998","1","MA","DEPUTADO FEDERAL","22","PL","134886"
"2006","1","MA","DEPUTADO FEDERAL","22","PL","64105"
"2002","1","MA","DEPUTADO FEDERAL","22","PL","81995"
"2018","1","MA","DEPUTADO FEDERAL","35","PMB","9506"
