aa_eleicao;sg_uf;cd_cargo;nm_cargo;qt_votos_validos_qe;qt_vagas_qe;vr_quociente_eleitoral;tx_legenda_tot;qt_vagas_qp_preenchida;qt_vagas_media_qp;qt_vagas_qp_obtida;qt_votos_coligacao_qp
2022;PA;7;Deputado Estadual;4538980;41;110707;UP;0;0;0;2579
2022;AM;6;Deputado Federal;1976477;8;247060;DC;0;0;0;2552
2022;SC;6;Deputado Federal;3969848;16;248115;PRTB;0;0;0;2503
2022;RS;7;Deputado Estadual;6155799;55;111924;PRTB;0;0;0;2439
2022;PE;7;Deputado Estadual;5013585;49;102318;PMN;0;0;0;2436
2022;GO;6;Deputado Federal;3439644;17;202332;PCB;0;0;0;2405
2022;AC;7;Deputado Estadual;435770;24;18157;REDE / PSOL;0;0;0;2381
2022;AL;6;Deputado Federal;1650763;9;183418;UP;0;0;0;2369
2022;AM;6;Deputado Federal;1976477;8;247060;PROS;0;0;0;2358
2022;CE;6;Deputado Federal;5108239;22;232193;UP;0;0;0;2327
2022;MA;6;Deputado Federal;3706498;18;205917;DC;0;0;0;2315
2022;RN;6;Deputado Federal;1864825;8;233103;PMN;0;0;0;2314
2022;RO;6;Deputado Federal;869148;8;108643;SOLIDARIEDADE;0;0;0;2313
2022;RR;7;Deputado Estadual;294885;24;12287;PSB;0;0;0;2299
2022;AM;6;Deputado Federal;1976477;8;247060;AGIR;0;0;0;2284
2022;MS;6;Deputado Federal;1374808;8;171851;PROS;0;0;0;2264
2022;RO;6;Deputado Federal;869148;8;108643;PROS;0;0;0;2258
2022;MT;7;Deputado Estadual;1728127;24;72005;REDE / PSOL;0;0;0;2244
2022;RJ;6;Deputado Federal;8575988;46;186435;PSTU;0;0;0;2206
2022;MA;6;Deputado Federal;3706498;18;205917;SOLIDARIEDADE;0;0;0;2197
2022;SE;6;Deputado Federal;1191617;8;148952;UP;0;0;0;2156
2022;RN;6;Deputado Federal;1864825;8;233103;DC;0;0;0;2094
2022;RS;6;Deputado Federal;6149822;31;198381;UP;0;0;0;2086
2022;RO;7;Deputado Estadual;863501;24;35979;AGIR;0;0;0;2073
2022;ES;6;Deputado Federal;2084430;10;208443;DC;0;0;0;2070
2022;PE;7;Deputado Estadual;5013585;49;102318;UP;0;0;0;2048
2022;MA;6;Deputado Federal;3706498;18;205917;PRTB;0;0;0;2023
2022;ES;6;Deputado Federal;2084430;10;208443;PRTB;0;0;0;2023
2022;RN;6;Deputado Federal;1864825;8;233103;PMB;0;0;0;2016
2022;RO;7;Deputado Estadual;863501;24;35979;REDE / PSOL;0;0;0;1987
2022;SE;7;Deputado Estadual;1216425;24;50684;DC;0;0;0;1978
2022;SE;6;Deputado Federal;1191617;8;148952;SOLIDARIEDADE;0;0;0;1970
2022;AL;7;Deputado Estadual;1658145;27;61413;REDE / PSOL;0;0;0;1954
2022;PA;7;Deputado Estadual;4538980;41;110707;AGIR;0;0;0;1921
2022;RS;7;Deputado Estadual;6155799;55;111924;PSTU;0;0;0;1883
2022;PB;6;Deputado Federal;2209355;12;184113;PATRIOTA;0;0;0;1873
2022;PE;6;Deputado Federal;4969863;25;198795;PSTU;0;0;0;1873
2022;AL;6;Deputado Federal;1650763;9;183418;SOLIDARIEDADE;0;0;0;1865
2022;PA;6;Deputado Federal;4521516;17;265972;PROS;0;0;0;1856
2022;RS;6;Deputado Federal;6149822;31;198381;PSTU;0;0;0;1842
2022;SE;7;Deputado Estadual;1216425;24;50684;PTB;0;0;0;1799
2022;TO;7;Deputado Estadual;834311;24;34763;PMB;0;0;0;1753
2022;SE;7;Deputado Estadual;1216425;24;50684;PROS;0;0;0;1737
2022;SE;6;Deputado Federal;1191617;8;148952;PROS;0;0;0;1732
2022;PA;6;Deputado Federal;4521516;17;265972;PSTU;0;0;0;1718
2022;MA;6;Deputado Federal;3706498;18;205917;PMB;0;0;0;1691
2022;PE;7;Deputado Estadual;5013585;49;102318;PSTU;0;0;0;1688
2022;CE;7;Deputado Estadual;5054996;46;109891;UP;0;0;0;1662
2022;PA;6;Deputado Federal;4521516;17;265972;PMB;0;0;0;1640
2022;RN;7;Deputado Estadual;1865045;24;77710;UP;0;0;0;1604
2022;PB;6;Deputado Federal;2209355;12;184113;PODE;0;0;0;1580
2022;RR;6;Deputado Federal;291714;8;36464;PMB;0;0;0;1579
2022;DF;6;Deputado Federal;1607519;8;200940;UP;0;0;0;1559
2022;MS;7;Deputado Estadual;1404566;24;58524;AGIR;0;0;0;1555
2022;ES;7;Deputado Estadual;2077274;30;69242;PRTB;0;0;0;1526
2022;RO;6;Deputado Federal;869148;8;108643;AGIR;0;0;0;1520
2022;AP;6;Deputado Federal;423017;8;52877;AVANTE;0;0;0;1510
2022;MT;6;Deputado Federal;1730277;8;216285;AGIR;0;0;0;1508
2022;PA;6;Deputado Federal;4521516;17;265972;PATRIOTA;0;0;0;1497
2022;SC;6;Deputado Federal;3969848;16;248115;DC;0;0;0;1490
2022;AC;6;Deputado Federal;434253;8;54282;PATRIOTA;0;0;0;1483
2022;TO;7;Deputado Estadual;834311;24;34763;PRTB;0;0;0;1470
2022;AL;7;Deputado Estadual;1658145;27;61413;UP;0;0;0;1453
2022;MS;7;Deputado Estadual;1404566;24;58524;PROS;0;0;0;1417
2022;ES;6;Deputado Federal;2084430;10;208443;PMB;0;0;0;1391
2022;AC;6;Deputado Federal;434253;8;54282;PROS;0;0;0;1369
2022;AL;7;Deputado Estadual;1658145;27;61413;SOLIDARIEDADE;0;0;0;1348
2022;PI;7;Deputado Estadual;1970638;30;65688;AGIR;0;0;0;1344
2022;PA;7;Deputado Estadual;4538980;41;110707;PATRIOTA;0;0;0;1343
2022;RR;7;Deputado Estadual;294885;24;12287;PDT;0;0;0;1306
2022;TO;6;Deputado Federal;830140;8;103767;PMB;0;0;0;1300
2022;RR;6;Deputado Federal;291714;8;36464;SOLIDARIEDADE;0;0;0;1298
2022;RR;6;Deputado Federal;291714;8;36464;PTB;0;0;0;1290
2022;RN;6;Deputado Federal;1864825;8;233103;PRTB;0;0;0;1285
2022;RR;6;Deputado Federal;291714;8;36464;PDT;0;0;0;1272
2022;RS;6;Deputado Federal;6149822;31;198381;PROS;0;0;0;1264
2022;PI;6;Deputado Federal;1957483;10;195748;PCB;0;0;0;1221
2022;DF;8;Deputado Distrital;1662497;24;69271;UP;0;0;0;1190
2022;RS;6;Deputado Federal;6149822;31;198381;DC;0;0;0;1187
2022;MA;6;Deputado Federal;3706498;18;205917;PCB;0;0;0;1182
2022;AP;6;Deputado Federal;423017;8;52877;PATRIOTA;0;0;0;1175
2022;RN;7;Deputado Estadual;1865045;24;77710;PRTB;0;0;0;1149
2022;AL;6;Deputado Federal;1650763;9;183418;PMN;0;0;0;1092
2022;SC;7;Deputado Estadual;4004036;40;100101;PSTU;0;0;0;1083
2022;SC;6;Deputado Federal;3969848;16;248115;PSTU;0;0;0;1072
2022;PE;7;Deputado Estadual;5013585;49;102318;PROS;0;0;0;1054
2022;GO;7;Deputado Estadual;3434510;41;83769;PCB;0;0;0;1042
2022;PR;7;Deputado Estadual;6058064;54;112186;PSTU;0;0;0;1010
2022;SC;7;Deputado Estadual;4004036;40;100101;PROS;0;0;0;1010
2022;PB;6;Deputado Federal;2209355;12;184113;AGIR;0;0;0;1005
2022;TO;7;Deputado Estadual;834311;24;34763;REDE / PSOL;0;0;0;951
2022;RO;6;Deputado Federal;869148;8;108643;REDE / PSOL;0;0;0;950
2022;PI;6;Deputado Federal;1957483;10;195748;UP;0;0;0;950
2022;PA;7;Deputado Estadual;4538980;41;110707;DC;0;0;0;908
2022;RR;6;Deputado Federal;291714;8;36464;CIDADANIA / PSDB;0;0;0;886
2022;TO;6;Deputado Federal;830140;8;103767;DC;0;0;0;859
2022;MS;6;Deputado Federal;1374808;8;171851;AGIR;0;0;0;823
2022;RN;6;Deputado Federal;1864825;8;233103;PSTU;0;0;0;823
2022;CE;6;Deputado Federal;5108239;22;232193;PCO;0;0;0;815
2022;AP;6;Deputado Federal;423017;8;52877;PRTB;0;0;0;804
2022;MG;7;Deputado Estadual;11076602;77;143852;PCO;0;0;0;789
2022;DF;6;Deputado Federal;1607519;8;200940;PRTB;0;0;0;774
2022;PR;6;Deputado Federal;6038642;30;201288;PSTU;0;0;0;772
2022;TO;6;Deputado Federal;830140;8;103767;PRTB;0;0;0;763
2022;RN;7;Deputado Estadual;1865045;24;77710;PSTU;0;0;0;761
2022;MG;6;Deputado Federal;11181098;53;210964;PCO;0;0;0;734
2022;PI;7;Deputado Estadual;1970638;30;65688;PSTU;0;0;0;715
2022;RR;6;Deputado Federal;291714;8;36464;PRTB;0;0;0;712
2022;RR;6;Deputado Federal;291714;8;36464;PATRIOTA;0;0;0;710
2022;AC;6;Deputado Federal;434253;8;54282;PSC;0;0;0;704
2022;RR;6;Deputado Federal;291714;8;36464;DC;0;0;0;694
2022;RR;7;Deputado Estadual;294885;24;12287;PTB;0;0;0;679
2022;AL;6;Deputado Federal;1650763;9;183418;AGIR;0;0;0;659
2022;PB;6;Deputado Federal;2209355;12;184113;PMB;0;0;0;588
2022;RR;6;Deputado Federal;291714;8;36464;PSC;0;0;0;570
2022;AC;7;Deputado Estadual;435770;24;18157;DC;0;0;0;563
2022;PI;6;Deputado Federal;1957483;10;195748;AGIR;0;0;0;563
2022;PI;6;Deputado Federal;1957483;10;195748;PSTU;0;0;0;561
2022;DF;6;Deputado Federal;1607519;8;200940;PCO;0;0;0;546
2022;ES;6;Deputado Federal;2084430;10;208443;PROS;0;0;0;534
2022;MS;6;Deputado Federal;1374808;8;171851;DC;0;0;0;528
2022;AL;6;Deputado Federal;1650763;9;183418;PSTU;0;0;0;527
2022;AC;7;Deputado Estadual;435770;24;18157;AGIR;0;0;0;485
2022;AL;7;Deputado Estadual;1658145;27;61413;PMB;0;0;0;484
2022;RS;7;Deputado Estadual;6155799;55;111924;DC;0;0;0;466
2022;ES;6;Deputado Federal;2084430;10;208443;AGIR;0;0;0;462
2022;PB;6;Deputado Federal;2209355;12;184113;PROS;0;0;0;448
2022;DF;6;Deputado Federal;1607519;8;200940;PSTU;0;0;0;441
2022;RS;6;Deputado Federal;6149822;31;198381;AGIR;0;0;0;425
2022;PR;7;Deputado Estadual;6058064;54;112186;PCO;0;0;0;420
2022;PE;6;Deputado Federal;4969863;25;198795;PMB;0;0;0;408
2022;AL;6;Deputado Federal;1650763;9;183418;PMB;0;0;0;383
2022;AL;7;Deputado Estadual;1658145;27;61413;PSTU;0;0;0;379
2022;RO;6;Deputado Federal;869148;8;108643;PMB;0;0;0;349
2022;DF;8;Deputado Distrital;1662497;24;69271;PSTU;0;0;0;342
2022;PB;6;Deputado Federal;2209355;12;184113;DC;0;0;0;335
2022;TO;7;Deputado Estadual;834311;24;34763;DC;0;0;0;323
2022;AC;6;Deputado Federal;434253;8;54282;AGIR;0;0;0;323
2022;SE;7;Deputado Estadual;1216425;24;50684;UP;0;0;0;288
2022;MS;7;Deputado Estadual;1404566;24;58524;DC;0;0;0;278
2022;GO;7;Deputado Estadual;3434510;41;83769;PCO;0;0;0;276
2022;BA;6;Deputado Federal;7958431;39;204062;PCO;0;0;0;275
2022;MA;6;Deputado Federal;3706498;18;205917;PCO;0;0;0;213
2022;AL;6;Deputado Federal;1650763;9;183418;DC;0;0;0;211
2022;DF;8;Deputado Distrital;1662497;24;69271;PCO;0;0;0;209
2022;PR;6;Deputado Federal;6038642;30;201288;PCO;0;0;0;187
2022;AC;6;Deputado Federal;434253;8;54282;PMN;0;0;0;183
2022;PB;7;Deputado Estadual;2243483;36;62319;PROS;0;0;0;178
2022;MA;7;Deputado Estadual;3691036;42;87882;PCO;0;0;0;177
2022;AM;6;Deputado Federal;1976477;8;247060;PODE;0;0;0;174
2022;PB;6;Deputado Federal;2209355;12;184113;PCO;0;0;0;170
2022;PI;7;Deputado Estadual;1970638;30;65688;PCO;0;0;0;153
2022;AL;7;Deputado Estadual;1658145;27;61413;DC;0;0;0;140
2022;AC;7;Deputado Estadual;435770;24;18157;PMN;0;0;0;138
2022;AL;6;Deputado Federal;1650763;9;183418;PROS;0;0;0;121
2022;PI;6;Deputado Federal;1957483;10;195748;PCO;0;0;0;92
2022;AL;6;Deputado Federal;1650763;9;183418;PCO;0;0;0;89
2022;AP;6;Deputado Federal;423017;8;52877;AGIR;0;0;0;60
2022;AL;6;Deputado Federal;1650763;9;183418;PRTB;0;0;0;38
2022;AP;7;Deputado Estadual;424262;24;17678;AGIR;0;0;0;17
